Entity,Year,Country code,"Health Expenditure, as % of national GDP"
Yemen,2000,YEM,4.13856617
Yemen,2001,YEM,4.33521896
Yemen,2002,YEM,4.2192872
Yemen,2003,YEM,5.00406928
Yemen,2004,YEM,4.8988836
Yemen,2005,YEM,4.5804801
Yemen,2006,YEM,4.81712889
Yemen,2007,YEM,4.91766097
Yemen,2008,YEM,5.11744659
Yemen,2009,YEM,5.31633725
Yemen,2010,YEM,5.12853397
Yemen,2011,YEM,4.98901345
Yemen,2012,YEM,5.55337022
Yemen,2013,YEM,5.35170543
Zambia,1995,ZMB,4.77738353
Zambia,1996,ZMB,5.32194497
Zambia,1997,ZMB,5.50984791
Zambia,1998,ZMB,5.74512825
Zambia,1999,ZMB,6.97404805
Zambia,2000,ZMB,6.52126963
Zambia,2001,ZMB,6.13091303
Zambia,2002,ZMB,5.86778929
Zambia,2003,ZMB,6.76935048
Zambia,2004,ZMB,7.32536011
Zambia,2005,ZMB,6.1993397
Zambia,2006,ZMB,5.39196169
Zambia,2007,ZMB,4.3167749
Zambia,2008,ZMB,4.80802658
Zambia,2009,ZMB,4.72243959
Zambia,2010,ZMB,4.11440593
Zambia,2011,ZMB,4.42923136
Zambia,2012,ZMB,4.75449068
Zambia,2013,ZMB,5.03093966
