Entity,Year,Country code,"Health Expenditure, as % of national GDP"
Cote d'Ivoire,1995,CIV,6.39412441
Cote d'Ivoire,1996,CIV,6.79073088
Cote d'Ivoire,1997,CIV,7.14471894
Cote d'Ivoire,1998,CIV,7.32319016
Cote d'Ivoire,1999,CIV,6.46581298
Cote d'Ivoire,2000,CIV,6.20720178
Cote d'Ivoire,2001,CIV,5.12595837
Cote d'Ivoire,2002,CIV,4.76303921
Cote d'Ivoire,2003,CIV,5.18618563
Cote d'Ivoire,2004,CIV,5.61557488
Cote d'Ivoire,2005,CIV,5.69223303
Cote d'Ivoire,2006,CIV,6.06019727
Cote d'Ivoire,2007,CIV,6.48820077
Cote d'Ivoire,2008,CIV,6.39158851
Cote d'Ivoire,2009,CIV,6.75752311
Cote d'Ivoire,2010,CIV,6.86563199
Cote d'Ivoire,2011,CIV,6.69108677
Cote d'Ivoire,2012,CIV,6.46815249
Cote d'Ivoire,2013,CIV,5.7030371
Croatia,1995,HRV,6.84857644
Croatia,1996,HRV,7.10622294
Croatia,1997,HRV,5.87196141
Croatia,1998,HRV,6.67237399
Croatia,1999,HRV,7.34032783
Croatia,2000,HRV,7.75605846
Croatia,2001,HRV,7.23589443
Croatia,2002,HRV,6.27270795
Croatia,2003,HRV,6.44233229
Croatia,2004,HRV,6.64712656
Croatia,2005,HRV,6.98561381
Croatia,2006,HRV,7.03418074
Croatia,2007,HRV,7.53692645
Croatia,2008,HRV,7.80038398
Croatia,2009,HRV,8.23407505
Croatia,2010,HRV,8.35568676
Croatia,2011,HRV,7.28347006
Croatia,2012,HRV,7.26898557
Croatia,2013,HRV,7.30331624
Cuba,1995,CUB,5.15194347
Cuba,1996,CUB,5.2563626
Cuba,1997,CUB,5.49944414
Cuba,1998,CUB,5.76999293
Cuba,1999,CUB,6.00381452
Cuba,2000,CUB,6.0657218
Cuba,2001,CUB,6.27017609
Cuba,2002,CUB,6.49530818
Cuba,2003,CUB,6.31477793
Cuba,2004,CUB,6.13763913
Cuba,2005,CUB,8.08058306
Cuba,2006,CUB,7.67119625
Cuba,2007,CUB,10.41968483
Cuba,2008,CUB,10.79334276
Cuba,2009,CUB,11.74384138
Cuba,2010,CUB,10.56363666
Cuba,2011,CUB,10.59693434
Cuba,2012,CUB,8.59069933
Cuba,2013,CUB,8.81077357
Cyprus,1995,CYP,4.73555051
Cyprus,1996,CYP,5.20546815
Cyprus,1997,CYP,5.53045023
Cyprus,1998,CYP,5.58342922
Cyprus,1999,CYP,5.59747051
Cyprus,2000,CYP,5.76878621
Cyprus,2001,CYP,5.78263528
Cyprus,2002,CYP,6.1236131
Cyprus,2003,CYP,6.83046446
Cyprus,2004,CYP,6.41800628
Cyprus,2005,CYP,6.3690867
Cyprus,2006,CYP,6.27810151
Cyprus,2007,CYP,6.05253416
Cyprus,2008,CYP,6.89217292
Cyprus,2009,CYP,7.40220132
Cyprus,2010,CYP,7.27645639
Cyprus,2011,CYP,7.57809598
Cyprus,2012,CYP,7.40050902
Cyprus,2013,CYP,7.43582184
Czech Republic,1995,CZE,6.6939823
Czech Republic,1996,CZE,6.4112513
Czech Republic,1997,CZE,6.40105384
Czech Republic,1998,CZE,6.41802925
Czech Republic,1999,CZE,6.34893158
Czech Republic,2000,CZE,6.3137627
Czech Republic,2001,CZE,6.42218815
Czech Republic,2002,CZE,6.79738284
Czech Republic,2003,CZE,7.13181711
Czech Republic,2004,CZE,6.90346858
Czech Republic,2005,CZE,6.9339435
Czech Republic,2006,CZE,6.69370287
Czech Republic,2007,CZE,6.52233886
Czech Republic,2008,CZE,6.81889551
Czech Republic,2009,CZE,7.84539499
Czech Republic,2010,CZE,7.43189906
Czech Republic,2011,CZE,7.50106057
Czech Republic,2012,CZE,7.54794164
Czech Republic,2013,CZE,7.2439673
Democratic Republic of Congo,1995,COD,3.25065349
Democratic Republic of Congo,1996,COD,3.03382398
Democratic Republic of Congo,1997,COD,3.61864595
Democratic Republic of Congo,1998,COD,4.26378758
Democratic Republic of Congo,1999,COD,3.80431785
Democratic Republic of Congo,2000,COD,1.44624368
Democratic Republic of Congo,2001,COD,2.66685777
Democratic Republic of Congo,2002,COD,2.58716394
Democratic Republic of Congo,2003,COD,3.20376692
Democratic Republic of Congo,2004,COD,3.33995809
Democratic Republic of Congo,2005,COD,3.14461631
Democratic Republic of Congo,2006,COD,3.38568132
Democratic Republic of Congo,2007,COD,3.61073806
Democratic Republic of Congo,2008,COD,4.45778297
Democratic Republic of Congo,2009,COD,5.61319824
Democratic Republic of Congo,2010,COD,4.48592114
Democratic Republic of Congo,2011,COD,3.9874213
Democratic Republic of Congo,2012,COD,3.63643594
Democratic Republic of Congo,2013,COD,3.507367
Denmark,1995,DNK,8.12529118
Denmark,1996,DNK,8.21149933
Denmark,1997,DNK,8.15091135
Denmark,1998,DNK,8.15613412
Denmark,1999,DNK,8.95363968
Denmark,2000,DNK,8.69908954
Denmark,2001,DNK,9.10017962
Denmark,2002,DNK,9.33288751
Denmark,2003,DNK,9.50939145
Denmark,2004,DNK,9.67486939
Denmark,2005,DNK,9.7699606
Denmark,2006,DNK,9.92431629
Denmark,2007,DNK,9.98729401
Denmark,2008,DNK,10.18303034
Denmark,2009,DNK,11.47219769
Denmark,2010,DNK,11.08183797
Denmark,2011,DNK,10.86554526
Denmark,2012,DNK,10.98381913
Denmark,2013,DNK,10.62326455
Djibouti,1995,DJI,3.95089843
Djibouti,1996,DJI,3.97202354
Djibouti,1997,DJI,4.598152
Djibouti,1998,DJI,5.45433438
Djibouti,1999,DJI,6.21828206
Djibouti,2000,DJI,5.75373964
Djibouti,2001,DJI,5.37254273
Djibouti,2002,DJI,5.44853384
Djibouti,2003,DJI,6.2210856
Djibouti,2004,DJI,6.7637107
Djibouti,2005,DJI,7.21478463
Djibouti,2006,DJI,7.05121762
Djibouti,2007,DJI,7.72082465
Djibouti,2008,DJI,8.0453689
Djibouti,2009,DJI,8.28934296
Djibouti,2010,DJI,8.779193
Djibouti,2011,DJI,8.6833958
Djibouti,2012,DJI,8.80577929
Djibouti,2013,DJI,8.87270636
Dominica,1995,DMA,5.82690307
Dominica,1996,DMA,5.87197501
Dominica,1997,DMA,5.99331397
Dominica,1998,DMA,5.74283957
Dominica,1999,DMA,5.77993598
Dominica,2000,DMA,4.84230859
Dominica,2001,DMA,4.78622963
Dominica,2002,DMA,4.86702846
Dominica,2003,DMA,4.71562554
Dominica,2004,DMA,4.41253674
Dominica,2005,DMA,4.70434048
Dominica,2006,DMA,4.72646158
Dominica,2007,DMA,4.85485217
Dominica,2008,DMA,4.7139324
Dominica,2009,DMA,5.36096865
Dominica,2010,DMA,5.89868441
Dominica,2011,DMA,5.85336558
Dominica,2012,DMA,5.77010278
Dominica,2013,DMA,5.95064277
Dominican Republic,1995,DOM,5.52571928
Dominican Republic,1996,DOM,5.33794802
Dominican Republic,1997,DOM,5.65270044
Dominican Republic,1998,DOM,5.83509497
Dominican Republic,1999,DOM,5.92808309
Dominican Republic,2000,DOM,6.34841267
Dominican Republic,2001,DOM,6.19648422
Dominican Republic,2002,DOM,6.30329342
Dominican Republic,2003,DOM,5.80428522
Dominican Republic,2004,DOM,4.49015925
Dominican Republic,2005,DOM,4.48586375
Dominican Republic,2006,DOM,4.54726959
Dominican Republic,2007,DOM,4.40278892
Dominican Republic,2008,DOM,4.48919363
Dominican Republic,2009,DOM,4.69487467
Dominican Republic,2010,DOM,4.65816046
Dominican Republic,2011,DOM,4.88070175
Dominican Republic,2012,DOM,5.41522284
Dominican Republic,2013,DOM,5.39847434
Ecuador,1995,ECU,3.39863636
Ecuador,1996,ECU,3.71419182
Ecuador,1997,ECU,3.69999
Ecuador,1998,ECU,3.56722639
Ecuador,1999,ECU,4.01572046
Ecuador,2000,ECU,3.61085999
Ecuador,2001,ECU,4.01380243
Ecuador,2002,ECU,4.61404096
Ecuador,2003,ECU,5.32851575
Ecuador,2004,ECU,5.11331279
Ecuador,2005,ECU,4.87117942
Ecuador,2006,ECU,4.940617
Ecuador,2007,ECU,5.10572138
Ecuador,2008,ECU,4.96152529
Ecuador,2009,ECU,5.59019673
Ecuador,2010,ECU,5.99912058
Ecuador,2011,ECU,6.03398958
Ecuador,2012,ECU,6.65796833
Ecuador,2013,ECU,7.53599946
Egypt,1995,EGY,3.86418241
Egypt,1996,EGY,4.25715076
Egypt,1997,EGY,4.96991601
Egypt,1998,EGY,5.0650978
Egypt,1999,EGY,5.33757945
Egypt,2000,EGY,5.42914929
Egypt,2001,EGY,5.78176026
Egypt,2002,EGY,6.13434316
Egypt,2003,EGY,5.61673009
Egypt,2004,EGY,5.26733089
Egypt,2005,EGY,5.12791196
Egypt,2006,EGY,5.23434433
Egypt,2007,EGY,4.94507252
Egypt,2008,EGY,4.81047285
Egypt,2009,EGY,4.98278678
Egypt,2010,EGY,4.75061469
Egypt,2011,EGY,4.89509358
Egypt,2012,EGY,4.8936307
Egypt,2013,EGY,5.06063766
El Salvador,1995,SLV,6.37869586
El Salvador,1996,SLV,7.57816748
El Salvador,1997,SLV,8.14319231
El Salvador,1998,SLV,8.2480533
El Salvador,1999,SLV,7.96972431
El Salvador,2000,SLV,7.98458097
El Salvador,2001,SLV,7.81892503
El Salvador,2002,SLV,7.67217269
El Salvador,2003,SLV,7.31245662
El Salvador,2004,SLV,7.29741079
El Salvador,2005,SLV,7.19019921
El Salvador,2006,SLV,6.67646241
El Salvador,2007,SLV,6.31506264
El Salvador,2008,SLV,6.21326237
El Salvador,2009,SLV,6.83139755
El Salvador,2010,SLV,6.912477
El Salvador,2011,SLV,6.8080665
El Salvador,2012,SLV,6.70445412
El Salvador,2013,SLV,6.94580058
Equatorial Guinea,1995,GNQ,5.38183325
Equatorial Guinea,1996,GNQ,4.44083118
Equatorial Guinea,1997,GNQ,3.18420482
Equatorial Guinea,1998,GNQ,4.27792987
Equatorial Guinea,1999,GNQ,2.758364
Equatorial Guinea,2000,GNQ,2.73288105
Equatorial Guinea,2001,GNQ,1.78308363
Equatorial Guinea,2002,GNQ,2.05102618
Equatorial Guinea,2003,GNQ,2.22972919
Equatorial Guinea,2004,GNQ,2.39764528
Equatorial Guinea,2005,GNQ,1.82267187
Equatorial Guinea,2006,GNQ,2.12883668
Equatorial Guinea,2007,GNQ,2.24721758
Equatorial Guinea,2008,GNQ,2.3139281
Equatorial Guinea,2009,GNQ,5.29786286
Equatorial Guinea,2010,GNQ,3.83246551
Equatorial Guinea,2011,GNQ,3.29156462
Equatorial Guinea,2012,GNQ,3.43397445
Equatorial Guinea,2013,GNQ,3.47001759
Eritrea,1995,ERI,4.51436758
Eritrea,1996,ERI,3.651953
Eritrea,1997,ERI,4.19876947
Eritrea,1998,ERI,4.29289972
Eritrea,1999,ERI,4.66727129
Eritrea,2000,ERI,4.05952853
Eritrea,2001,ERI,3.58447729
Eritrea,2002,ERI,3.70333498
Eritrea,2003,ERI,3.22922249
Eritrea,2004,ERI,2.94943156
Eritrea,2005,ERI,2.82574579
Eritrea,2006,ERI,3.22647448
Eritrea,2007,ERI,3.29157461
Eritrea,2008,ERI,3.68846683
Eritrea,2009,ERI,3.30193937
Eritrea,2010,ERI,3.24031896
Eritrea,2011,ERI,3.06088999
Eritrea,2012,ERI,2.97750581
Eritrea,2013,ERI,3.03567373
Estonia,1995,EST,6.31814012
Estonia,1996,EST,6.57390761
Estonia,1997,EST,6.1883056
Estonia,1998,EST,5.55535904
Estonia,1999,EST,5.8559858
Estonia,2000,EST,5.28161198
Estonia,2001,EST,4.8538203
Estonia,2002,EST,4.84408321
Estonia,2003,EST,4.9186773
Estonia,2004,EST,5.1319825
Estonia,2005,EST,5.01934042
Estonia,2006,EST,5.01483254
Estonia,2007,EST,5.15908495
Estonia,2008,EST,6.05608564
Estonia,2009,EST,6.93238584
Estonia,2010,EST,6.24878202
Estonia,2011,EST,5.83204248
Estonia,2012,EST,5.87202242
Estonia,2013,EST,5.72360519
Ethiopia,1995,ETH,3.01155776
Ethiopia,1996,ETH,2.97297947
Ethiopia,1997,ETH,3.26072147
Ethiopia,1998,ETH,3.80433515
Ethiopia,1999,ETH,4.02973209
Ethiopia,2000,ETH,4.44562415
Ethiopia,2001,ETH,4.34232683
Ethiopia,2002,ETH,4.81760403
Ethiopia,2003,ETH,4.72187292
Ethiopia,2004,ETH,4.31342078
Ethiopia,2005,ETH,4.28028864
Ethiopia,2006,ETH,4.55015838
Ethiopia,2007,ETH,4.77795632
Ethiopia,2008,ETH,4.36045004
Ethiopia,2009,ETH,4.44190292
Ethiopia,2010,ETH,4.94976724
Ethiopia,2011,ETH,5.23385741
Ethiopia,2012,ETH,4.89561068
Ethiopia,2013,ETH,5.06266857
Fiji,1995,FJI,3.11105821
Fiji,1996,FJI,3.27200393
Fiji,1997,FJI,3.5318195
Fiji,1998,FJI,3.18775025
Fiji,1999,FJI,3.14656649
Fiji,2000,FJI,3.868678
Fiji,2001,FJI,3.28218797
Fiji,2002,FJI,3.48152216
Fiji,2003,FJI,3.35226698
Fiji,2004,FJI,3.6142814
Fiji,2005,FJI,3.60776119
Fiji,2006,FJI,3.83604195
Fiji,2007,FJI,3.74021623
Fiji,2008,FJI,3.57045883
Fiji,2009,FJI,4.17806696
Fiji,2010,FJI,4.11699674
Fiji,2011,FJI,3.93839683
Fiji,2012,FJI,3.9825466
Fiji,2013,FJI,4.13153294
Finland,1995,FIN,7.84986065
Finland,1996,FIN,8.03312623
Finland,1997,FIN,7.71484921
Finland,1998,FIN,7.35005394
Finland,1999,FIN,7.37327082
Finland,2000,FIN,7.21904741
Finland,2001,FIN,7.42501037
Finland,2002,FIN,7.80782882
Finland,2003,FIN,8.15119569
Finland,2004,FIN,8.20952378
Finland,2005,FIN,8.42946525
Finland,2006,FIN,8.3448248
Finland,2007,FIN,8.04301339
Finland,2008,FIN,8.30675202
Finland,2009,FIN,9.17146551
Finland,2010,FIN,8.99041937
Finland,2011,FIN,8.94580279
Finland,2012,FIN,9.08755402
Finland,2013,FIN,9.39915117
France,1995,FRA,10.3559065
France,1996,FRA,10.37527118
France,1997,FRA,10.25024828
France,1998,FRA,10.14604038
France,1999,FRA,10.15363331
France,2000,FRA,10.08483349
France,2001,FRA,10.21133507
France,2002,FRA,10.56032756
France,2003,FRA,10.75364634
France,2004,FRA,10.8859
France,2005,FRA,10.93262619
France,2006,FRA,10.85217185
France,2007,FRA,10.77505191
France,2008,FRA,10.91244029
France,2009,FRA,11.59916451
France,2010,FRA,11.55429445
France,2011,FRA,11.52346619
France,2012,FRA,11.61077718
France,2013,FRA,11.66170932
Gabon,1995,GAB,3.43754317
Gabon,1996,GAB,3.35360693
Gabon,1997,GAB,2.96921237
Gabon,1998,GAB,4.19218847
Gabon,1999,GAB,3.47317955
Gabon,2000,GAB,2.85374059
Gabon,2001,GAB,3.31350043
Gabon,2002,GAB,3.69135162
Gabon,2003,GAB,3.77876669
Gabon,2004,GAB,3.3793166
Gabon,2005,GAB,2.97616687
Gabon,2006,GAB,3.19336492
Gabon,2007,GAB,3.25531994
Gabon,2008,GAB,2.67244989
Gabon,2009,GAB,3.67406524
Gabon,2010,GAB,3.48772138
Gabon,2011,GAB,3.51567035
Gabon,2012,GAB,3.65382051
Gabon,2013,GAB,3.81462546
Gambia,1995,GMB,3.25896586
Gambia,1996,GMB,3.36962488
Gambia,1997,GMB,3.11484274
Gambia,1998,GMB,3.53886176
Gambia,1999,GMB,3.56593629
Gambia,2000,GMB,3.61573329
Gambia,2001,GMB,3.7114886
Gambia,2002,GMB,3.75001095
Gambia,2003,GMB,4.21767035
Gambia,2004,GMB,4.3522166
Gambia,2005,GMB,4.96574633
Gambia,2006,GMB,5.52428208
Gambia,2007,GMB,5.76163536
Gambia,2008,GMB,5.94638753
Gambia,2009,GMB,5.84910312
Gambia,2010,GMB,5.75115772
Gambia,2011,GMB,6.28394765
Gambia,2012,GMB,6.15666936
Gambia,2013,GMB,5.9517382
Georgia,1995,GEO,5.12490374
Georgia,1996,GEO,7.49096865
Georgia,1997,GEO,7.98980819
Georgia,1998,GEO,6.54770804
Georgia,1999,GEO,6.29395835
Georgia,2000,GEO,6.939338
Georgia,2001,GEO,7.81612364
Georgia,2002,GEO,8.72331141
Georgia,2003,GEO,8.48522551
Georgia,2004,GEO,8.53107694
Georgia,2005,GEO,8.59882617
Georgia,2006,GEO,8.39422247
Georgia,2007,GEO,8.16731799
Georgia,2008,GEO,8.99319466
Georgia,2009,GEO,10.19421933
Georgia,2010,GEO,10.05158367
Georgia,2011,GEO,9.38218863
Georgia,2012,GEO,9.1685938
Georgia,2013,GEO,9.43271718
Germany,1995,DEU,10.11365972
Germany,1996,DEU,10.42021333
Germany,1997,DEU,10.26680958
Germany,1998,DEU,10.29407562
Germany,1999,DEU,10.3620138
Germany,2000,DEU,10.39516484
Germany,2001,DEU,10.50421048
Germany,2002,DEU,10.7243223
Germany,2003,DEU,10.91911525
Germany,2004,DEU,10.66885276
Germany,2005,DEU,10.80880237
Germany,2006,DEU,10.63732227
Germany,2007,DEU,10.47696109
Germany,2008,DEU,10.70409896
Germany,2009,DEU,11.75385393
Germany,2010,DEU,11.55671343
Germany,2011,DEU,11.24889843
Germany,2012,DEU,11.26751425
Germany,2013,DEU,11.29719462
Ghana,1995,GHA,3.08595754
Ghana,1996,GHA,3.44554461
Ghana,1997,GHA,2.9958109
Ghana,1998,GHA,3.2319321
Ghana,1999,GHA,3.08066824
Ghana,2000,GHA,2.99836405
Ghana,2001,GHA,3.55957413
Ghana,2002,GHA,3.03830979
Ghana,2003,GHA,3.12397028
Ghana,2004,GHA,3.9577238
Ghana,2005,GHA,4.5082162
Ghana,2006,GHA,4.63671078
Ghana,2007,GHA,5.30056273
Ghana,2008,GHA,4.85080318
Ghana,2009,GHA,5.17313155
Ghana,2010,GHA,5.33460893
Ghana,2011,GHA,4.80750941
Ghana,2012,GHA,5.23173579
Ghana,2013,GHA,5.39044724
Greece,1995,GRC,9.62369742
Greece,1996,GRC,9.58108234
Greece,1997,GRC,9.44930154
Greece,1998,GRC,9.36914724
Greece,1999,GRC,9.6472125
Greece,2000,GRC,7.87930819
Greece,2001,GRC,8.80365012
Greece,2002,GRC,9.09876857
Greece,2003,GRC,8.93168344
Greece,2004,GRC,8.68105034
Greece,2005,GRC,9.66176068
Greece,2006,GRC,9.7487415
Greece,2007,GRC,9.81044551
Greece,2008,GRC,10.12675233
Greece,2009,GRC,10.1924357
Greece,2010,GRC,9.48424326
Greece,2011,GRC,9.78973049
Greece,2012,GRC,9.26876694
Greece,2013,GRC,9.82195553
Grenada,1995,GRD,6.90686327
Grenada,1996,GRD,6.9529011
Grenada,1997,GRD,7.25414746
Grenada,1998,GRD,7.34501195
Grenada,1999,GRD,7.78328267
Grenada,2000,GRD,6.58400444
Grenada,2001,GRD,7.62753102
Grenada,2002,GRD,6.62395055
Grenada,2003,GRD,5.84127145
Grenada,2004,GRD,5.2273359
Grenada,2005,GRD,5.48244728
Grenada,2006,GRD,5.96384203
Grenada,2007,GRD,5.87456354
Grenada,2008,GRD,5.76329049
Grenada,2009,GRD,6.24254885
Grenada,2010,GRD,6.36348447
Grenada,2011,GRD,6.41351678
Grenada,2012,GRD,6.20439091
Grenada,2013,GRD,6.33872114
Guatemala,1995,GTM,4.01842466
Guatemala,1996,GTM,3.9575406
Guatemala,1997,GTM,4.12760619
Guatemala,1998,GTM,3.96409501
Guatemala,1999,GTM,4.39640377
Guatemala,2000,GTM,5.44379956
Guatemala,2001,GTM,6.8844115
Guatemala,2002,GTM,6.83554663
Guatemala,2003,GTM,7.07696265
Guatemala,2004,GTM,6.97149491
Guatemala,2005,GTM,7.10364237
Guatemala,2006,GTM,7.42842003
Guatemala,2007,GTM,7.1078948
Guatemala,2008,GTM,6.96944771
Guatemala,2009,GTM,7.21267538
Guatemala,2010,GTM,6.92915949
Guatemala,2011,GTM,6.38019498
Guatemala,2012,GTM,6.42435288
Guatemala,2013,GTM,6.38943745
Guinea,1995,GIN,3.53123668
Guinea,1996,GIN,3.12920666
Guinea,1997,GIN,3.05302562
Guinea,1998,GIN,3.39292938
Guinea,1999,GIN,3.41609089
Guinea,2000,GIN,3.45616834
Guinea,2001,GIN,3.65332963
Guinea,2002,GIN,3.76254133
Guinea,2003,GIN,3.44611461
Guinea,2004,GIN,3.13747392
Guinea,2005,GIN,2.82148862
Guinea,2006,GIN,3.02029095
Guinea,2007,GIN,3.07812234
Guinea,2008,GIN,3.2070461
Guinea,2009,GIN,3.84851388
Guinea,2010,GIN,4.54713891
Guinea,2011,GIN,4.20416846
Guinea,2012,GIN,4.5075743
Guinea,2013,GIN,4.69424514
Guinea-Bissau,1995,GNB,6.4319112
Guinea-Bissau,1996,GNB,6.95065512
Guinea-Bissau,1997,GNB,6.71958778
Guinea-Bissau,1998,GNB,7.06176147
Guinea-Bissau,1999,GNB,5.75536052
Guinea-Bissau,2000,GNB,4.93567437
Guinea-Bissau,2001,GNB,5.03888838
Guinea-Bissau,2002,GNB,5.8381099
Guinea-Bissau,2003,GNB,5.77585582
Guinea-Bissau,2004,GNB,5.30915972
Guinea-Bissau,2005,GNB,5.71552468
Guinea-Bissau,2006,GNB,5.88536688
Guinea-Bissau,2007,GNB,6.08537108
Guinea-Bissau,2008,GNB,6.00728226
Guinea-Bissau,2009,GNB,6.75651089
Guinea-Bissau,2010,GNB,7.03903153
Guinea-Bissau,2011,GNB,5.97691189
Guinea-Bissau,2012,GNB,6.16062979
Guinea-Bissau,2013,GNB,5.49681583
Guyana,1995,GUY,5.06613057
Guyana,1996,GUY,4.94599721
Guyana,1997,GUY,5.14500276
Guyana,1998,GUY,5.27054837
Guyana,1999,GUY,4.6800807
Guyana,2000,GUY,5.847442
Guyana,2001,GUY,5.82490165
Guyana,2002,GUY,5.79511669
Guyana,2003,GUY,5.95553556
Guyana,2004,GUY,5.72841269
Guyana,2005,GUY,5.82749382
Guyana,2006,GUY,4.66920858
Guyana,2007,GUY,5.75190591
Guyana,2008,GUY,7.24968008
Guyana,2009,GUY,7.27335715
Guyana,2010,GUY,6.5518262
Guyana,2011,GUY,6.79707816
Guyana,2012,GUY,6.55857892
Guyana,2013,GUY,6.5
Haiti,1995,HTI,6.60463061
Haiti,1996,HTI,6.44642627
Haiti,1997,HTI,6.20127766
Haiti,1998,HTI,5.99234884
Haiti,1999,HTI,5.65165911
Haiti,2000,HTI,6.05826244
Haiti,2001,HTI,5.63127188
Haiti,2002,HTI,5.46628153
Haiti,2003,HTI,5.31704135
Haiti,2004,HTI,5.61151004
Haiti,2005,HTI,4.40741512
Haiti,2006,HTI,5.69978142
Haiti,2007,HTI,5.41848834
Haiti,2008,HTI,5.47394211
Haiti,2009,HTI,6.42753234
Haiti,2010,HTI,9.29829249
Haiti,2011,HTI,7.9549088
Haiti,2012,HTI,9.55642483
Haiti,2013,HTI,9.42383024
Honduras,1995,HND,5.33817718
Honduras,1996,HND,4.96237984
Honduras,1997,HND,4.88425303
Honduras,1998,HND,5.63255464
Honduras,1999,HND,6.21355116
Honduras,2000,HND,6.62617698
Honduras,2001,HND,6.8768446
Honduras,2002,HND,7.28280497
Honduras,2003,HND,8.29433272
Honduras,2004,HND,7.88885252
Honduras,2005,HND,7.68834408
Honduras,2006,HND,7.63244921
Honduras,2007,HND,7.89426555
Honduras,2008,HND,8.40137585
Honduras,2009,HND,8.84061142
Honduras,2010,HND,8.4510228
Honduras,2011,HND,8.40544134
Honduras,2012,HND,9.45128523
Honduras,2013,HND,8.71972823
Hungary,1995,HUN,7.32563769
Hungary,1996,HUN,7.07870744
Hungary,1997,HUN,6.82934765
Hungary,1998,HUN,7.17599347
Hungary,1999,HUN,7.32272321
Hungary,2000,HUN,7.17690906
Hungary,2001,HUN,7.2412168
Hungary,2002,HUN,7.59220452
Hungary,2003,HUN,8.56911977
Hungary,2004,HUN,8.21920407
Hungary,2005,HUN,8.44559667
Hungary,2006,HUN,8.2586286
Hungary,2007,HUN,7.67442525
Hungary,2008,HUN,7.46308438
Hungary,2009,HUN,7.73558005
Hungary,2010,HUN,8.05874447
Hungary,2011,HUN,8.03066606
Hungary,2012,HUN,7.96508961
Hungary,2013,HUN,8.04723269
Iceland,1995,ISL,8.20549553
Iceland,1996,ISL,8.16476899
Iceland,1997,ISL,8.09713138
Iceland,1998,ISL,8.90531917
Iceland,1999,ISL,9.62645558
Iceland,2000,ISL,9.49972282
Iceland,2001,ISL,9.34141275
Iceland,2002,ISL,10.15248618
Iceland,2003,ISL,10.38165282
Iceland,2004,ISL,9.8810261
Iceland,2005,ISL,9.4426778
Iceland,2006,ISL,9.12915559
Iceland,2007,ISL,9.09127415
Iceland,2008,ISL,9.13442324
Iceland,2009,ISL,9.63557918
Iceland,2010,ISL,9.29215802
Iceland,2011,ISL,9.04725645
Iceland,2012,ISL,9.03902195
Iceland,2013,ISL,9.05893489
India,1995,IND,4.06482428
India,1996,IND,3.94217524
India,1997,IND,4.29439569
India,1998,IND,4.3439785
India,1999,IND,4.07559567
India,2000,IND,4.31410811
India,2001,IND,4.5468353
India,2002,IND,4.45438843
India,2003,IND,4.35080111
India,2004,IND,4.56179291
India,2005,IND,4.30712688
India,2006,IND,4.08537783
India,2007,IND,3.94075346
India,2008,IND,3.99191133
India,2009,IND,4.05315674
India,2010,IND,3.8240044
India,2011,IND,3.82978752
India,2012,IND,3.80611712
India,2013,IND,3.96799312
Indonesia,1995,IDN,1.9538682
Indonesia,1996,IDN,1.99785758
Indonesia,1997,IDN,1.93248584
Indonesia,1998,IDN,2.07940009
Indonesia,1999,IDN,2.28030526
Indonesia,2000,IDN,1.95687563
Indonesia,2001,IDN,2.23306685
Indonesia,2002,IDN,2.23629702
Indonesia,2003,IDN,2.53372429
Indonesia,2004,IDN,2.36774828
Indonesia,2005,IDN,2.7895806
Indonesia,2006,IDN,2.90514781
Indonesia,2007,IDN,3.09844209
Indonesia,2008,IDN,2.80594493
Indonesia,2009,IDN,2.82545945
Indonesia,2010,IDN,2.91806931
Indonesia,2011,IDN,2.86402797
Indonesia,2012,IDN,3.03388764
Indonesia,2013,IDN,3.0683644
Iran,1995,IRN,3.83419863
Iran,1996,IRN,3.69705907
Iran,1997,IRN,4.08515304
Iran,1998,IRN,4.51205098
Iran,1999,IRN,4.59242911
Iran,2000,IRN,4.59513365
Iran,2001,IRN,5.08897294
Iran,2002,IRN,5.11947345
Iran,2003,IRN,4.73527991
Iran,2004,IRN,4.7165319
Iran,2005,IRN,5.32718711
Iran,2006,IRN,5.07449624
Iran,2007,IRN,5.10898882
Iran,2008,IRN,6.35169704
Iran,2009,IRN,7.20312018
Iran,2010,IRN,7.28272802
Iran,2011,IRN,6.26088979
Iran,2012,IRN,6.6424907
Iran,2013,IRN,6.68883505
Iraq,1996,IRQ,2.86873867
Iraq,1997,IRQ,2.1814769
Iraq,1998,IRQ,1.88716157
Iraq,1999,IRQ,1.05485325
Iraq,2000,IRQ,0.81014268
Iraq,2001,IRQ,1.14582476
Iraq,2002,IRQ,1.37450371
Iraq,2003,IRQ,4.36364226
Iraq,2004,IRQ,5.61200838
Iraq,2005,IRQ,4.13339428
Iraq,2006,IRQ,2.99905461
Iraq,2007,IRQ,3.6917817
Iraq,2008,IRQ,3.89585941
Iraq,2009,IRQ,4.64971686
Iraq,2010,IRQ,3.66697719
Iraq,2011,IRQ,3.20665489
Iraq,2012,IRQ,4.82430064
Iraq,2013,IRQ,5.21514298
Ireland,1995,IRL,6.56436424
Ireland,1996,IRL,6.47620984
Ireland,1997,IRL,6.31524208
Ireland,1998,IRL,6.14808569
Ireland,1999,IRL,6.05816589
Ireland,2000,IRL,6.18305321
Ireland,2001,IRL,6.84372599
Ireland,2002,IRL,7.12684109
Ireland,2003,IRL,7.30543086
Ireland,2004,IRL,7.63941889
