Entity,Year,Country code,Total Taxes
India,2005,IND,16.55312534
India,2006,IND,17.92120345
India,2007,IND,17.63934479
India,2008,IND,16.46927386
India,2009,IND,15.28366752
India,2010,IND,15.7073632
Indonesia,1980,IDN,16.16104581
Indonesia,1981,IDN,16.29013933
Indonesia,1982,IDN,14.51606843
Indonesia,1983,IDN,15.00984294
Indonesia,1984,IDN,15.72751302
Indonesia,1985,IDN,14.33027539
Indonesia,1989,IDN,12.36578319
Indonesia,1990,IDN,14.76369658
Indonesia,1991,IDN,13.02031606
Indonesia,1992,IDN,13.38883452
Indonesia,1993,IDN,12.33979982
Indonesia,1994,IDN,12.55455584
Indonesia,1995,IDN,11.78886423
Indonesia,1996,IDN,12.04031205
Indonesia,1997,IDN,13.38221576
Indonesia,1998,IDN,12.44389493
Indonesia,1999,IDN,12.89147098
Indonesia,2001,IDN,14.9535011
Indonesia,2002,IDN,13.72699689
Indonesia,2003,IDN,13.54574219
Indonesia,2004,IDN,14.65563935
Indonesia,2005,IDN,14.95230752
Indonesia,2006,IDN,11.26152389
Indonesia,2007,IDN,11.42627514
Indonesia,2008,IDN,12.16471343
Indonesia,2009,IDN,10.31211661
Indonesia,2010,IDN,10.53301254
Indonesia,2011,IDN,11.15973669
Indonesia,2012,IDN,11.38618438
Indonesia,2013,IDN,11.30739942
Iran,1980,IRN,6.347823902
Iran,1981,IRN,7.905037704
Iran,1982,IRN,6.843786309
Iran,1983,IRN,6.894420619
Iran,1984,IRN,7.455549236
Iran,1985,IRN,8.043176809
Iran,1986,IRN,7.006485371
Iran,1987,IRN,6.414651633
Iran,1988,IRN,7.234922179
Iran,1989,IRN,6.985464612
Iran,1990,IRN,4.605524693
Iran,1991,IRN,5.216503851
Iran,1992,IRN,7.037160659
Iran,1993,IRN,5.381950844
Iran,1994,IRN,5.167398951
Iran,1995,IRN,5.415228583
Iran,1996,IRN,6.453015534
Iran,1997,IRN,8.898675818
Iran,1998,IRN,9.438061985
Iran,1999,IRN,10.6539279
Iran,2000,IRN,7.925707908
Iran,2001,IRN,9.327821357
Iran,2002,IRN,5.475799883
Iran,2003,IRN,5.597201444
Iran,2004,IRN,5.731671655
Iran,2005,IRN,8.451454974
Iraq,2004,IRQ,0.300552114
Iraq,2005,IRQ,0.673161657
Iraq,2006,IRQ,0.612001763
Iraq,2007,IRQ,0.986938231
Iraq,2008,IRQ,0.827888059
Iraq,2009,IRQ,1.377809114
Ireland,1980,IRL,30.69554696
Ireland,1981,IRL,31.76790247
Ireland,1982,IRL,32.92318841
Ireland,1983,IRL,34.3929333
Ireland,1984,IRL,35.24556601
Ireland,1985,IRL,34.12502285
Ireland,1986,IRL,34.73290922
Ireland,1987,IRL,34.93776839
Ireland,1988,IRL,36.72214524
Ireland,1989,IRL,33.67518119
Ireland,1990,IRL,33.31441537
Ireland,1991,IRL,33.8082082
Ireland,1992,IRL,34.07066251
Ireland,1993,IRL,34.16808423
Ireland,1994,IRL,35.28501472
Ireland,1995,IRL,31.80295408
Ireland,1996,IRL,31.9823928
Ireland,1997,IRL,31.43411862
Ireland,1998,IRL,30.92995355
Ireland,1999,IRL,30.93495583
Ireland,2000,IRL,30.88590432
Ireland,2001,IRL,28.76981988
Ireland,2002,IRL,27.45134155
Ireland,2003,IRL,28.03645816
Ireland,2004,IRL,29.16931755
Ireland,2005,IRL,29.48921095
Ireland,2006,IRL,31.00685082
Ireland,2007,IRL,30.42770992
Ireland,2008,IRL,28.57394766
Ireland,2009,IRL,26.99739522
Ireland,2010,IRL,26.76105331
Ireland,2011,IRL,26.67110476
Ireland,2012,IRL,27.26280629
Ireland,2013,IRL,28.29001779
Israel,1980,ISR,42.31404959
Israel,1981,ISR,41.36363636
Israel,1982,ISR,46.30769231
Israel,1983,ISR,46.28571429
Israel,1984,ISR,44.88966598
Israel,1985,ISR,43.17457244
Israel,1986,ISR,41.22967332
Israel,1987,ISR,39.2400915
Israel,1988,ISR,35.9523001
Israel,1989,ISR,33.82790493
Israel,1992,ISR,35.97600446
Israel,1993,ISR,35.59567344
Israel,1994,ISR,36.58720669
Israel,1995,ISR,36.60713987
Israel,1996,ISR,36.10680581
Israel,1997,ISR,35.60384818
Israel,1998,ISR,35.01318126
Israel,1999,ISR,33.89169234
Israel,2000,ISR,34.37065038
Israel,2001,ISR,34.86574503
Israel,2002,ISR,34.94409719
Israel,2003,ISR,33.60681846
Israel,2007,ISR,35.05874929
Israel,2008,ISR,32.67838973
Israel,2009,ISR,30.39722343
Israel,2010,ISR,31.23261024
Israel,2011,ISR,31.47559316
Israel,2012,ISR,30.45024915
Italy,1980,ITA,29.11362835
Italy,1981,ITA,30.2527672
Italy,1982,ITA,32.3722149
Italy,1983,ITA,34.29250601
Italy,1984,ITA,33.45316012
Italy,1985,ITA,32.9636397
Italy,1986,ITA,34.48671539
Italy,1987,ITA,34.57843667
Italy,1988,ITA,35.12607725
Italy,1989,ITA,36.07257154
Italy,1990,ITA,37.64521619
Italy,1991,ITA,38.05490967
Italy,1992,ITA,40.39587538
Italy,1993,ITA,42.04029481
Italy,1994,ITA,40.04358811
Italy,1995,ITA,38.56851489
Italy,1996,ITA,40.24645634
Italy,1997,ITA,41.65312748
Italy,1998,ITA,40.02296295
Italy,1999,ITA,40.88986079
Italy,2000,ITA,40.58011228
Italy,2001,ITA,40.28089671
Italy,2002,ITA,39.73402359
Italy,2003,ITA,40.05032667
Italy,2004,ITA,39.31415715
Italy,2005,ITA,39.13104448
Italy,2006,ITA,40.55493516
Italy,2007,ITA,41.68073228
Italy,2008,ITA,41.50673268
Italy,2009,ITA,41.85860897
Italy,2010,ITA,41.54087028
Italy,2011,ITA,41.36991567
Italy,2012,ITA,43.08687226
Italy,2013,ITA,42.88972699
Jamaica,1980,JAM,20.06571742
Jamaica,1981,JAM,23.08275174
Jamaica,1982,JAM,24.24626606
Jamaica,1983,JAM,21.5727964
Jamaica,1984,JAM,21.89197965
Jamaica,1985,JAM,24.12663174
Jamaica,1986,JAM,28.84343822
Jamaica,1987,JAM,29.42025041
Jamaica,1988,JAM,28.42925659
Jamaica,1989,JAM,30.23709969
Jamaica,1990,JAM,23.5911487
Jamaica,1991,JAM,22.14091461
Jamaica,1992,JAM,19.13750151
Jamaica,1993,JAM,21.0358033
Jamaica,1994,JAM,20.81267391
Jamaica,1995,JAM,21.76528155
Jamaica,1996,JAM,20.10908773
Jamaica,1997,JAM,19.91398761
Jamaica,1998,JAM,20.85175545
Jamaica,1999,JAM,21.8930665
Jamaica,2000,JAM,22.49405176
Jamaica,2001,JAM,21.51348354
Jamaica,2002,JAM,21.91588656
Jamaica,2003,JAM,24.46373804
Jamaica,2004,JAM,24.17087768
Jamaica,2005,JAM,23.22549354
Jamaica,2006,JAM,24.01944219
Jamaica,2007,JAM,24.79435886
Jamaica,2008,JAM,24.68795716
Jamaica,2009,JAM,24.66021415
Jamaica,2010,JAM,23.78663148
Jamaica,2011,JAM,23.06042689
Jamaica,2012,JAM,24.44779555
Jamaica,2013,JAM,24.10816404
Japan,1980,JPN,25.33549456
Japan,1981,JPN,25.76252247
Japan,1982,JPN,26.08895992
Japan,1983,JPN,26.66889354
Japan,1984,JPN,26.9389748
Japan,1985,JPN,27.12676154
Japan,1986,JPN,27.82656747
Japan,1987,JPN,29.22006946
Japan,1988,JPN,29.55739803
Japan,1989,JPN,29.71789317
Japan,1990,JPN,29.11115745
Japan,1991,JPN,28.44139145
Japan,1992,JPN,26.78250176
Japan,1993,JPN,26.56966793
Japan,1994,JPN,25.78849748
Japan,1995,JPN,26.56465359
Japan,1996,JPN,26.64257245
Japan,1997,JPN,26.66308358
Japan,1998,JPN,26.32789567
Japan,1999,JPN,26.02798438
Japan,2000,JPN,26.69848586
Japan,2001,JPN,26.63730288
Japan,2002,JPN,25.69701911
Japan,2003,JPN,25.45881596
Japan,2004,JPN,26.03247722
Japan,2005,JPN,27.37407795
Japan,2006,JPN,28.22268975
Japan,2007,JPN,28.50884409
Japan,2008,JPN,27.85584785
Japan,2009,JPN,27.11894122
Japan,2010,JPN,27.4635125
Japan,2011,JPN,28.78523047
Japan,2012,JPN,29.37080084
Jordan,1982,JOR,12.13939394
Jordan,1983,JOR,12.63570229
Jordan,1984,JOR,12.15706806
Jordan,1985,JOR,12.51141553
Jordan,1986,JOR,10.62025881
Jordan,1987,JOR,10.59029296
Jordan,1988,JOR,10.85957447
Jordan,1989,JOR,11.29018961
Jordan,1990,JOR,18.00724375
Jordan,1991,JOR,17.94996619
Jordan,1992,JOR,22.7230137
Jordan,1993,JOR,20.91838311
Jordan,1994,JOR,19.98760899
Jordan,1995,JOR,20.70731707
Jordan,1996,JOR,21.68790717
Jordan,1997,JOR,19.05313351
Jordan,1998,JOR,18.1228164
Jordan,1999,JOR,18.10972655
Jordan,2000,JOR,18.99716619
Jordan,2001,JOR,18.68253968
Jordan,2002,JOR,17.74654107
Jordan,2003,JOR,18.47945774
Jordan,2004,JOR,21.22179087
Jordan,2005,JOR,24.61960784
Jordan,2006,JOR,24.71578454
Jordan,2007,JOR,24.84131564
Jordan,2008,JOR,17.8240236
Jordan,2009,JOR,17.1499527
Jordan,2010,JOR,16.02494404
Jordan,2011,JOR,15.05542804
Jordan,2012,JOR,15.36854086
Jordan,2013,JOR,15.4
Kazakhstan,1995,KAZ,12.97587237
Kazakhstan,1996,KAZ,11.3438107
Kazakhstan,1997,KAZ,12.20591577
Kazakhstan,1998,KAZ,16.7776329
Kazakhstan,1999,KAZ,16.01817046
Kazakhstan,2000,KAZ,20.03923228
Kazakhstan,2001,KAZ,22.27287969
Kazakhstan,2002,KAZ,20.99950216
Kazakhstan,2003,KAZ,23.22213019
Kazakhstan,2004,KAZ,22.26526499
Kazakhstan,2005,KAZ,26.32601682
Kazakhstan,2006,KAZ,26.63277764
Kazakhstan,2007,KAZ,26.40510078
Kazakhstan,2008,KAZ,28.15687115
Kazakhstan,2009,KAZ,21.15518605
Kazakhstan,2010,KAZ,23.76748297
Kazakhstan,2011,KAZ,26.61043548
Kazakhstan,2012,KAZ,24.73723892
Kazakhstan,2013,KAZ,23.17495461
Kenya,1980,KEN,12.47286552
Kenya,1981,KEN,12.94985066
Kenya,1982,KEN,12.35478567
Kenya,1983,KEN,11.36017601
Kenya,1984,KEN,11.4962183
Kenya,1985,KEN,11.09241911
Kenya,1986,KEN,11.35421944
Kenya,1987,KEN,11.87497602
Kenya,1988,KEN,13.73571475
Kenya,1989,KEN,11.93916917
Kenya,1990,KEN,11.5774357
Kenya,1991,KEN,11.90284758
Kenya,1992,KEN,11.66702429
Kenya,1993,KEN,11.3436633
Kenya,1994,KEN,15.57845902
Kenya,1995,KEN,15.87760973
Kenya,1996,KEN,16.06922643
Kenya,1997,KEN,15.0780622
Kenya,1998,KEN,15.69853671
Kenya,1999,KEN,15.32901257
Kenya,2000,KEN,14.5187352
Kenya,2001,KEN,14.70035551
Kenya,2002,KEN,14.44470248
Kenya,2003,KEN,14.51706483
Kenya,2004,KEN,14.82795992
Kenya,2005,KEN,16.65820227
Kenya,2006,KEN,15.1414715
Kenya,2007,KEN,15.16189471
Kenya,2008,KEN,15.9635931
Kenya,2009,KEN,15.54522052
Kenya,2010,KEN,15.7331507
Kenya,2011,KEN,15.94712102
Kenya,2012,KEN,15.9021845
Kenya,2013,KEN,15.4404071
Kiribati,1980,KIR,17.94117647
Kiribati,1981,KIR,12.22222222
Kiribati,1982,KIR,11
Kiribati,1983,KIR,10.95238095
Kiribati,1984,KIR,9.361702128
Kiribati,1985,KIR,10.86956522
Kiribati,1986,KIR,11.04166667
Kiribati,1987,KIR,15.625
Kiribati,1988,KIR,13.45454545
Kiribati,1989,KIR,15.96153846
Kiribati,1990,KIR,18.03921569
Kiribati,1991,KIR,16.8852459
Kiribati,1992,KIR,15.69230769
Kiribati,1993,KIR,16.95652174
Kiribati,1994,KIR,16
Kiribati,1995,KIR,20.26315789
Kiribati,1996,KIR,18.82352941
Kiribati,1997,KIR,18.57142857
Kiribati,1998,KIR,18.07692308
Kiribati,1999,KIR,19.71962617
Kiribati,2000,KIR,19.74137931
Kiribati,2001,KIR,17.86885246
Kiribati,2004,KIR,20.86330935
Kiribati,2005,KIR,19.79591837
Kiribati,2006,KIR,19.93055556
Kiribati,2007,KIR,19.16666667
Kiribati,2008,KIR,17.7245509
Kiribati,2009,KIR,17.04142012
Kiribati,2010,KIR,16.64705882
Kiribati,2011,KIR,15.68965517
Kiribati,2012,KIR,15.13812155
Kosovo,2009,OWID_KOS,20.04914005
Kosovo,2010,OWID_KOS,20.30895048
Kuwait,1980,KWT,2.691911386
Kuwait,1981,KWT,3.707913056
Kuwait,1982,KWT,3.443836498
Kuwait,1983,KWT,3.238533618
Kuwait,1984,KWT,3.128404669
Kuwait,1985,KWT,1.937984496
Kuwait,1986,KWT,2.094945224
Kuwait,1987,KWT,1.267447457
Kuwait,1988,KWT,1.229863156
Kuwait,1989,KWT,1.17597648
Kuwait,1990,KWT,1.539039039
Kuwait,1991,KWT,0.255509422
Kuwait,1992,KWT,0.085807448
Kuwait,1993,KWT,1.092518324
Kuwait,1994,KWT,1.422764228
Kuwait,1995,KWT,1.146167119
Kuwait,1996,KWT,0.965107647
Kuwait,1997,KWT,1.173020528
Kuwait,1998,KWT,1.492537313
Kuwait,1999,KWT,1.264994547
Kuwait,2000,KWT,0.838302653
Kuwait,2001,KWT,0.869483919
Kuwait,2002,KWT,0.949175943
Kuwait,2003,KWT,0.946836864
Kuwait,2004,KWT,1.067534395
Kuwait,2005,KWT,0.974782793
Kuwait,2006,KWT,0.824567357
Kuwait,2007,KWT,0.877812222
Kuwait,2008,KWT,0.893488137
Kuwait,2009,KWT,1.137854145
Kuwait,2010,KWT,0.906919798
Kuwait,2011,KWT,0.705699701
Kuwait,2012,KWT,0.615750908
Kuwait,2013,KWT,0.601648517
Kyrgyzstan,2001,KGZ,15.83043461
Kyrgyzstan,2002,KGZ,17.55542877
Kyrgyzstan,2003,KGZ,17.75324304
Kyrgyzstan,2004,KGZ,18.31459126
Kyrgyzstan,2005,KGZ,20.0021804
Kyrgyzstan,2006,KGZ,21.36818981
Kyrgyzstan,2007,KGZ,22.55493383
Kyrgyzstan,2008,KGZ,22.9632112
Kyrgyzstan,2009,KGZ,22.18682755
Kyrgyzstan,2010,KGZ,22.34116414
Kyrgyzstan,2011,KGZ,23.08725161
Kyrgyzstan,2012,KGZ,25.45712804
Kyrgyzstan,2013,KGZ,26.70372507
Laos,1988,LAO,8.723525116
Laos,1989,LAO,6.118557092
Laos,1990,LAO,5.846007457
Laos,1991,LAO,7.177623758
Laos,1992,LAO,6.860026131
Laos,1993,LAO,6.230585765
Laos,1994,LAO,7.368176699
Laos,1995,LAO,7.250365875
Laos,1996,LAO,7.80417805
Laos,1997,LAO,6.834994827
Laos,1998,LAO,5.902898486
Laos,1999,LAO,6.578445962
Laos,2000,LAO,8.469131024
Laos,2001,LAO,9.741372288
Laos,2002,LAO,8.556734031
Laos,2003,LAO,8.014284781
Laos,2004,LAO,8.138676366
Laos,2005,LAO,8.504969984
Laos,2006,LAO,9.035344288
Laos,2007,LAO,10.44058529
Laos,2008,LAO,11.26481157
Laos,2009,LAO,13.05235449
Laos,2010,LAO,13.27434333
Laos,2011,LAO,14.07293951
Laos,2012,LAO,14.50475401
Laos,2013,LAO,14.98302275
Latvia,1993,LVA,29.56586122
Latvia,1994,LVA,30.88595203
Latvia,1995,LVA,30.57784912
Latvia,1996,LVA,32.20520128
Latvia,1997,LVA,32.91526461
Latvia,1998,LVA,34.68819599
Latvia,1999,LVA,32.69922879
Latvia,2000,LVA,30.31278749
Latvia,2001,LVA,30.46858584
Latvia,2002,LVA,27.47481765
Latvia,2003,LVA,27.90552166
Latvia,2004,LVA,27.29351628
Latvia,2005,LVA,28.50204217
Latvia,2006,LVA,30.29567718
Latvia,2007,LVA,29.63908702
Latvia,2008,LVA,29.44979795
Latvia,2009,LVA,26.54032014
Latvia,2010,LVA,26.7
Latvia,2011,LVA,27.2
Latvia,2012,LVA,27.7
Latvia,2013,LVA,27.5
Lebanon,1993,LBN,9.289263504
Lebanon,1994,LBN,11.0167919
Lebanon,1995,LBN,11.8582552
Lebanon,1996,LBN,14.18989242
Lebanon,2000,LBN,12.2068382
Lebanon,2001,LBN,12.19537023
Lebanon,2002,LBN,14.73592773
Lebanon,2003,LBN,15.8812267
Lebanon,2004,LBN,16.93919539
Lebanon,2005,LBN,15.57991835
Lebanon,2006,LBN,15.42338477
Lebanon,2007,LBN,15.30448043
Lebanon,2008,LBN,16.77754515
Lebanon,2009,LBN,17.16043531
Lebanon,2010,LBN,17.22401571
Lebanon,2011,LBN,16.65829278
Lebanon,2012,LBN,15.40404627
Lesotho,1982,LSO,29.11671088
Lesotho,1983,LSO,36.46731235
Lesotho,1984,LSO,40.55053305
Lesotho,1985,LSO,36.41367521
Lesotho,1986,LSO,32.8982906
Lesotho,1987,LSO,33.00176545
Lesotho,1988,LSO,31.81679612
Lesotho,1989,LSO,35.32170111
Lesotho,1990,LSO,37.30147059
Lesotho,1991,LSO,39.63348416
Lesotho,1992,LSO,40.81944444
Lesotho,1993,LSO,44.58451561
Lesotho,1994,LSO,45.26578666
Lesotho,1995,LSO,44.75934136
Lesotho,1996,LSO,42.46515441
Lesotho,1997,LSO,43.49164042
Lesotho,1998,LSO,35.83632903
Lesotho,1999,LSO,36.91946833
Lesotho,2000,LSO,35.08401084
Lesotho,2001,LSO,37.79402416
Lesotho,2002,LSO,36.66761566
Lesotho,2003,LSO,38.54111052
Lesotho,2004,LSO,45.28510116
Lesotho,2005,LSO,44.78479598
Lesotho,2006,LSO,57.46871897
Lesotho,2007,LSO,53.60911169
Lesotho,2008,LSO,57.614953
Lesotho,2009,LSO,62.82883189
Lesotho,2010,LSO,40.85478797
Lesotho,2011,LSO,39.62746423
Lesotho,2012,LSO,55.87007997
Lesotho,2013,LSO,53.66417708
Liberia,1980,LBR,21.84366627
Liberia,1981,LBR,24.76048718
Liberia,1982,LBR,26.88875256
Liberia,1983,LBR,26.40368243
Liberia,1984,LBR,25.37478786
Liberia,1985,LBR,23.52872078
Liberia,1986,LBR,20.53605403
Liberia,1987,LBR,17.72203947
Liberia,1988,LBR,19.62823847
Liberia,1997,LBR,8.516390673
Liberia,2000,LBR,12.63605442
Liberia,2001,LBR,9.885993485
Liberia,2002,LBR,11.00156495
Liberia,2003,LBR,8.395303327
Liberia,2004,LBR,10.95726496
Liberia,2005,LBR,12
Liberia,2007,LBR,17.91932059
Liberia,2008,LBR,16.97416974
Liberia,2009,LBR,16.63747811
Liberia,2010,LBR,16.08359133
Liberia,2011,LBR,17.48051948
Liberia,2012,LBR,20.4467354
Liberia,2013,LBR,18.83282365
Libya,1991,LBY,4.918549658
Libya,1992,LBY,5.788067676
Libya,1993,LBY,7.404410277
Libya,1994,LBY,7.784828109
Libya,1995,LBY,7.406752696
Libya,1996,LBY,6.881587105
Libya,1997,LBY,7.045487157
Libya,1998,LBY,8.161370939
Libya,1999,LBY,15.03655759
Libya,2000,LBY,10.51423324
Libya,2001,LBY,9.96124031
Libya,2002,LBY,4.421036445
Libya,2003,LBY,2.156582783
Libya,2004,LBY,3.755312478
Libya,2005,LBY,2.463992766
Libya,2006,LBY,2.473752736
Libya,2007,LBY,2.969054266
Libya,2008,LBY,3.311606096
Libya,2009,LBY,5.505910943
Libya,2010,LBY,3.844895115
Libya,2011,LBY,1.645518962
Libya,2012,LBY,1.161215405
Lithuania,1995,LTU,28.32045758
Lithuania,1996,LTU,26.97442592
Lithuania,1997,LTU,30.23571517
Lithuania,1998,LTU,29.84050116
Lithuania,1999,LTU,29.51966459
Lithuania,2000,LTU,28.07573737
Lithuania,2001,LTU,27.04525361
Lithuania,2002,LTU,26.83887075
Lithuania,2003,LTU,28.23258835
Lithuania,2004,LTU,28.81072654
Lithuania,2005,LTU,28.71470019
Lithuania,2006,LTU,30.04308089
Lithuania,2007,LTU,29.53261078
Lithuania,2008,LTU,30.10271431
Lithuania,2009,LTU,29.46245018
Lithuania,2010,LTU,27.02872194
Lithuania,2011,LTU,27.49992048
Lithuania,2012,LTU,27.30008757
Lithuania,2013,LTU,27.80000343
Luxembourg,1980,LUX,21.30894344
Luxembourg,1981,LUX,21.68571149
Luxembourg,1982,LUX,24.96665376
Luxembourg,1983,LUX,26.84811752
Luxembourg,1984,LUX,25.68824183
Luxembourg,1985,LUX,26.48841144
Luxembourg,1986,LUX,24.95386921
Luxembourg,1987,LUX,25.01867714
Luxembourg,1988,LUX,24.17502056
Luxembourg,1989,LUX,23.56386831
Luxembourg,1990,LUX,23.79392091
Luxembourg,1991,LUX,21.53111111
Luxembourg,1992,LUX,22.09524547
Luxembourg,1993,LUX,24.36506647
Luxembourg,1994,LUX,24.95439368
Luxembourg,1995,LUX,24.89758406
Luxembourg,1996,LUX,25.34536879
Luxembourg,1997,LUX,26.95278641
Luxembourg,1998,LUX,26.89362545
Luxembourg,1999,LUX,26.15795826
Luxembourg,2000,LUX,25.62985468
Luxembourg,2001,LUX,25.75204125
Luxembourg,2002,LUX,25.39966457
Luxembourg,2003,LUX,25.33570099
Luxembourg,2004,LUX,24.88186636
Luxembourg,2005,LUX,26.06971214
Luxembourg,2006,LUX,24.99131936
Luxembourg,2007,LUX,25.41408784
Luxembourg,2008,LUX,25.11430323
Luxembourg,2009,LUX,25.74351416
Luxembourg,2010,LUX,25.53466511
Luxembourg,2011,LUX,24.99278
Luxembourg,2012,LUX,25.96983018
Luxembourg,2013,LUX,26.94065005
Macao,1996,MAC,14.26885712
Macao,1997,MAC,17.44076871
Macao,1998,MAC,15.72566856
Macao,1999,MAC,15.87990357
Macao,2000,MAC,16.73752348
Macao,2001,MAC,17.44145119
Macao,2002,MAC,18.29924096
Macao,2003,MAC,21.01149194
Macao,2004,MAC,22.19486638
Macao,2005,MAC,21.75904912
Macao,2006,MAC,21.69503506
Macao,2007,MAC,26.12048773
Macao,2008,MAC,30.76657468
Macao,2009,MAC,29.78549124
Macao,2010,MAC,34.31471673
Macao,2011,MAC,37.743653
Macao,2012,MAC,37.0336549
Macedonia,1993,MKD,33.70003607
Macedonia,1994,MKD,37.71466052
Macedonia,1995,MKD,33.3052952
Macedonia,1996,MKD,32.16950066
Macedonia,1997,MKD,30.39592648
Macedonia,1998,MKD,29.11452889
Macedonia,1999,MKD,30.07935035
Macedonia,2000,MKD,31.2401755
Macedonia,2001,MKD,30.1757225
Macedonia,2002,MKD,31.74202022
Macedonia,2003,MKD,28.93969895
Macedonia,2004,MKD,29.06117448
Macedonia,2005,MKD,27.42772664
Macedonia,2006,MKD,26.60980352
Macedonia,2007,MKD,27.19307891
Macedonia,2008,MKD,27.18792933
Macedonia,2009,MKD,25.75840163
Macedonia,2010,MKD,25.72622268
Macedonia,2011,MKD,25.57164585
Macedonia,2012,MKD,25.19803815
Macedonia,2013,MKD,24.24133237
Madagascar,1980,MDG,11.38173302
Madagascar,1981,MDG,10.27830244
Madagascar,1982,MDG,9.617177934
Madagascar,1983,MDG,8.971072261
Madagascar,1984,MDG,9.463126844
Madagascar,1985,MDG,10.04648215
Madagascar,1986,MDG,9.31572738
Madagascar,1987,MDG,10.96165063
Madagascar,1988,MDG,10.48940875
Madagascar,1989,MDG,8.840785959
Madagascar,1990,MDG,9.435370012
Madagascar,1991,MDG,6.845693585
Madagascar,1992,MDG,8.658436288
Madagascar,1993,MDG,8.160411725
Madagascar,1994,MDG,7.689131768
Madagascar,1995,MDG,8.316899998
Madagascar,1996,MDG,8.469223918
Madagascar,1997,MDG,9.351196527
Madagascar,1998,MDG,9.754298426
Madagascar,1999,MDG,11.03367908
Madagascar,2000,MDG,11.32607528
Madagascar,2001,MDG,9.738934628
Madagascar,2002,MDG,7.669634194
Madagascar,2003,MDG,10.00900182
Madagascar,2004,MDG,10.87752787
Madagascar,2005,MDG,10.10518307
Madagascar,2006,MDG,10.66965453
Madagascar,2007,MDG,11.43291329
Madagascar,2008,MDG,13.83193727
Madagascar,2009,MDG,9.384943565
Madagascar,2010,MDG,9.760029115
Madagascar,2011,MDG,10.0964316
Madagascar,2012,MDG,9.084399954
Madagascar,2013,MDG,9.315618005
Malawi,1983,MWI,14.46068198
Malawi,1984,MWI,13.99531342
Malawi,1985,MWI,15.22365039
Malawi,1986,MWI,17.52502275
Malawi,1987,MWI,16.63416537
Malawi,1988,MWI,13.1685196
Malawi,1989,MWI,15.5703739
Malawi,1990,MWI,17.89574062
Malawi,1991,MWI,14.37752955
Malawi,1992,MWI,15.75879087
Malawi,1993,MWI,12.35494132
Malawi,1994,MWI,13.4284079
Malawi,1995,MWI,9.511658395
Malawi,1996,MWI,11.03783041
Malawi,1997,MWI,12.8210983
Malawi,1998,MWI,14.76054784
Malawi,1999,MWI,13.15631506
Malawi,2000,MWI,13.82555507
Malawi,2001,MWI,15.56158061
Malawi,2002,MWI,9.972502471
Malawi,2003,MWI,11.53530308
Malawi,2004,MWI,12.90866478
Malawi,2005,MWI,13.71572372
Malawi,2006,MWI,13.68540736
Malawi,2007,MWI,13.54490059
Malawi,2008,MWI,13.6872424
Malawi,2009,MWI,16.7598851
Malawi,2010,MWI,17.35555501
Malawi,2011,MWI,19.8548666
Malawi,2012,MWI,17.88316333
Malawi,2013,MWI,19.0081827
Malaysia,1980,MYS,23.44889487
Malaysia,1981,MYS,22.66073777
Malaysia,1982,MYS,21.06629711
Malaysia,1983,MYS,22.90541218
Malaysia,1984,MYS,21.46661153
Malaysia,1986,MYS,21.2231049
Malaysia,1987,MYS,17.8657219
Malaysia,1988,MYS,18.27179217
Malaysia,1989,MYS,18.57646758
Malaysia,1990,MYS,20.50512659
Malaysia,1991,MYS,21.52022321
Malaysia,1992,MYS,20.04141144
Malaysia,1993,MYS,19.30054823
Malaysia,1994,MYS,19.95886669
Malaysia,1995,MYS,19.46599542
Malaysia,1996,MYS,19.3776972
Malaysia,1997,MYS,19.75336681
Malaysia,1998,MYS,16.7301575
Malaysia,1999,MYS,15.07688727
Malaysia,2000,MYS,13.23597082
Malaysia,2001,MYS,17.44029724
Malaysia,2002,MYS,17.44700062
Malaysia,2003,MYS,15.49572913
Malaysia,2004,MYS,14.92651604
Malaysia,2005,MYS,14.78870519
Malaysia,2006,MYS,14.52353703
Malaysia,2007,MYS,14.28079737
Malaysia,2008,MYS,14.62846337
Malaysia,2009,MYS,14.90004307
Malaysia,2010,MYS,13.70002521
Malaysia,2011,MYS,15.20001898
Malaysia,2012,MYS,16.10000531
Malaysia,2013,MYS,15.80001885
Maldives,1980,MDV,3.467230444
Maldives,1981,MDV,4.205776173
Maldives,1982,MDV,6.730769231
Maldives,1983,MDV,7.732732733
Maldives,1984,MDV,8.98241206
Maldives,1985,MDV,9.484752892
Maldives,1986,MDV,9.271758437
Maldives,1987,MDV,11.65331391
Maldives,1988,MDV,12.8370607
Maldives,1989,MDV,14.21892189
Maldives,1990,MDV,13.00090662
Maldives,1991,MDV,13.60832404
Maldives,1992,MDV,13.93133313
Maldives,1993,MDV,12.79198524
Maldives,1994,MDV,12.11108602
Maldives,1995,MDV,11.64296134
Maldives,1996,MDV,11.49234488
Maldives,1997,MDV,11.25276729
Maldives,1998,MDV,11.06114447
Maldives,1999,MDV,10.9771987
Maldives,2000,MDV,10.74737623
Maldives,2001,MDV,9.669253511
Maldives,2002,MDV,9.363581782
Maldives,2003,MDV,9.499101527
Maldives,2004,MDV,10.70374943
Maldives,2005,MDV,12.01897586
Maldives,2006,MDV,12.55774529
Maldives,2007,MDV,12.99879189
Maldives,2008,MDV,12.41994983
Maldives,2009,MDV,9.852500992
Maldives,2010,MDV,9.817457128
Maldives,2011,MDV,13.61771173
Mali,1980,MLI,9.184722464
Mali,1981,MLI,10.64405795
Mali,1982,MLI,9.565525067
