Entity,Year,Country code,Total Government Expenditure on Education
Mauritania,2001,MRT,2.8395
Mauritania,2002,MRT,3.05538
Mauritania,2003,MRT,3.10349
Mauritania,2004,MRT,2.51687
Mauritania,2006,MRT,2.52458
Mauritania,2008,MRT,3.55225
Mauritania,2010,MRT,3.60428
Mauritania,2011,MRT,3.07791
Mauritania,2012,MRT,2.99699
Mauritania,2013,MRT,3.27544
Mauritius,1999,MUS,3.93976
Mauritius,2000,MUS,3.81526
Mauritius,2001,MUS,3.16975
Mauritius,2002,MUS,3.11292
Mauritius,2003,MUS,4.48438
Mauritius,2004,MUS,4.472
Mauritius,2005,MUS,4.20155
Mauritius,2006,MUS,3.81811
Mauritius,2007,MUS,3.32607
Mauritius,2008,MUS,3.20384
Mauritius,2009,MUS,3.15771
Mauritius,2010,MUS,3.65578
Mauritius,2011,MUS,3.41084
Mauritius,2012,MUS,3.48589
Mauritius,2013,MUS,3.6769
Mauritius,2014,MUS,4.98984
Mexico,1998,MEX,3.52947
Mexico,1999,MEX,3.6621
Mexico,2000,MEX,4.13411
Mexico,2001,MEX,4.42832
Mexico,2002,MEX,4.63847
Mexico,2003,MEX,5.18674
Mexico,2004,MEX,4.80018
Mexico,2005,MEX,4.90795
Mexico,2006,MEX,4.74132
Mexico,2007,MEX,4.73198
Mexico,2008,MEX,4.85821
Mexico,2009,MEX,5.21749
Mexico,2010,MEX,5.19197
Mexico,2011,MEX,5.1462
Micronesia,1999,FSM,6.40977
Micronesia,2000,FSM,6.70818
Moldova,1996,MDA,9.8966
Moldova,1999,MDA,4.66255
Moldova,2000,MDA,4.48642
Moldova,2001,MDA,4.84691
Moldova,2002,MDA,5.49791
Moldova,2003,MDA,5.4249
Moldova,2004,MDA,6.77109
Moldova,2005,MDA,7.16273
Moldova,2006,MDA,7.49893
Moldova,2007,MDA,8.29343
Moldova,2008,MDA,8.23733
Moldova,2009,MDA,9.50976
Moldova,2010,MDA,9.11211
Moldova,2011,MDA,8.5597
Moldova,2012,MDA,8.34896
Moldova,2014,MDA,7.50124
Monaco,1996,MCO,1.08224
Monaco,1997,MCO,1.21242
Monaco,1998,MCO,1.20883
Monaco,1999,MCO,1.19528
Monaco,2000,MCO,1.25536
Monaco,2004,MCO,1.24386
Monaco,2009,MCO,1.32877
Monaco,2010,MCO,1.32022
Monaco,2011,MCO,1.59142
Monaco,2012,MCO,1.77513
Monaco,2013,MCO,1.33332
Mongolia,1997,MNG,3.94897
Mongolia,1998,MNG,5.49302
Mongolia,1999,MNG,5.14566
Mongolia,2000,MNG,5.55037
Mongolia,2002,MNG,7.21078
Mongolia,2004,MNG,4.32573
Mongolia,2007,MNG,4.69013
Mongolia,2009,MNG,5.14485
Mongolia,2010,MNG,4.6451
Mongolia,2011,MNG,4.60903
Morocco,1998,MAR,5.34362
Morocco,1999,MAR,5.38568
Morocco,2008,MAR,5.5602
Morocco,2009,MAR,5.3758
Mozambique,1998,MOZ,2.31234
Mozambique,1999,MOZ,3.65996
Mozambique,2004,MOZ,4.45532
Mozambique,2005,MOZ,5.20143
Mozambique,2006,MOZ,5.00683
Mozambique,2012,MOZ,6.21012
Mozambique,2013,MOZ,6.71555
Namibia,1999,NAM,7.21755
Namibia,2000,NAM,6.99139
Namibia,2001,NAM,6.91282
Namibia,2002,NAM,6.76239
Namibia,2003,NAM,6.11511
Namibia,2006,NAM,6.03782
Namibia,2008,NAM,6.48408
Namibia,2010,NAM,8.3505
Nepal,1998,NPL,2.89288
Nepal,1999,NPL,2.89331
Nepal,2000,NPL,2.97515
Nepal,2001,NPL,3.70838
Nepal,2002,NPL,3.15283
Nepal,2003,NPL,3.11435
Nepal,2004,NPL,3.17194
Nepal,2005,NPL,3.36464
Nepal,2006,NPL,3.60536
Nepal,2007,NPL,3.51721
Nepal,2008,NPL,3.80517
Nepal,2009,NPL,4.66376
Nepal,2010,NPL,4.71699
Nepal,2013,NPL,4.08747
Nepal,2014,NPL,4.72197
Netherlands,1996,NLD,4.57432
Netherlands,1998,NLD,4.61254
Netherlands,1999,NLD,4.57832
Netherlands,2000,NLD,4.6189
Netherlands,2001,NLD,4.75615
Netherlands,2002,NLD,4.87973
Netherlands,2003,NLD,5.10994
Netherlands,2004,NLD,5.15019
Netherlands,2005,NLD,5.20605
Netherlands,2006,NLD,5.14168
Netherlands,2007,NLD,4.97065
Netherlands,2008,NLD,5.11925
Netherlands,2009,NLD,5.49481
Netherlands,2010,NLD,5.5558
Netherlands,2011,NLD,5.52617
Netherlands,2012,NLD,5.51428
New Zealand,1996,NZL,6.38369
New Zealand,1997,NZL,6.15723
New Zealand,1999,NZL,6.6362
New Zealand,2001,NZL,6.56051
New Zealand,2002,NZL,6.40697
New Zealand,2003,NZL,6.42942
New Zealand,2004,NZL,6.50391
New Zealand,2005,NZL,6.26888
New Zealand,2006,NZL,5.93511
New Zealand,2007,NZL,5.92504
New Zealand,2008,NZL,5.52808
New Zealand,2009,NZL,6.34519
New Zealand,2010,NZL,7.0531
New Zealand,2011,NZL,6.99861
New Zealand,2012,NZL,7.25271
Nicaragua,1998,NIC,2.22585
Nicaragua,1999,NIC,2.92365
Nicaragua,2000,NIC,3.0016
Nicaragua,2002,NIC,2.39101
Nicaragua,2003,NIC,2.42201
Nicaragua,2010,NIC,4.49311
Niger,1996,NER,2.59498
Niger,1999,NER,3.22863
Niger,2000,NER,3.18947
Niger,2001,NER,2.86725
Niger,2002,NER,3.06366
Niger,2003,NER,2.40162
Niger,2006,NER,3.33406
Niger,2007,NER,4.02097
Niger,2008,NER,3.66293
Niger,2009,NER,4.52603
Niger,2010,NER,3.73339
Niger,2011,NER,4.20718
Niger,2012,NER,4.32767
Niger,2013,NER,4.90878
Niger,2014,NER,6.77798
Norway,1996,NOR,7.13815
Norway,1997,NOR,7.30354
Norway,1998,NOR,7.36069
Norway,1999,NOR,6.96642
Norway,2000,NOR,6.46468
Norway,2001,NOR,6.82941
Norway,2002,NOR,7.44132
Norway,2003,NOR,7.4198
Norway,2004,NOR,7.30252
Norway,2005,NOR,6.86868
Norway,2006,NOR,6.38566
Norway,2007,NOR,6.53527
Norway,2008,NOR,6.28934
Norway,2009,NOR,7.09982
Norway,2010,NOR,6.74996
Norway,2011,NOR,6.45616
Norway,2012,NOR,7.37183
Oman,1996,OMN,3.18452
Oman,1997,OMN,3.3568
Oman,1998,OMN,4.11234
Oman,1999,OMN,4.00595
Oman,2000,OMN,3.20024
Oman,2001,OMN,4.02031
Oman,2002,OMN,4.32507
Oman,2003,OMN,3.89697
Oman,2004,OMN,4.02838
Oman,2005,OMN,3.51722
Oman,2006,OMN,3.85934
Oman,2009,OMN,4.18775
Pakistan,1996,PAK,2.81057
Pakistan,1997,PAK,3.0223
Pakistan,1999,PAK,2.61149
Pakistan,2000,PAK,1.83782
Pakistan,2004,PAK,1.94841
Pakistan,2005,PAK,2.25436
Pakistan,2006,PAK,2.62638
Pakistan,2007,PAK,2.63527
Pakistan,2008,PAK,2.74623
Pakistan,2009,PAK,2.59078
Pakistan,2010,PAK,2.28687
Pakistan,2011,PAK,2.22175
Pakistan,2012,PAK,2.13628
Pakistan,2013,PAK,2.49344
Pakistan,2014,PAK,2.45459
Palau,2000,PLW,7.81618
Palau,2001,PLW,7.52348
Palau,2002,PLW,7.47689
Panama,1996,PAN,4.33518
Panama,1997,PAN,4.07345
Panama,1999,PAN,4.83591
Panama,2000,PAN,5.03969
Panama,2001,PAN,4.34738
Panama,2002,PAN,4.43821
Panama,2003,PAN,4.41392
Panama,2004,PAN,3.78917
Panama,2008,PAN,3.54055
Panama,2011,PAN,3.29343
Paraguay,1998,PRY,4.30809
Paraguay,1999,PRY,4.45497
Paraguay,2000,PRY,4.57071
Paraguay,2001,PRY,4.25042
Paraguay,2002,PRY,3.87704
Paraguay,2003,PRY,3.94925
Paraguay,2004,PRY,3.43809
Paraguay,2007,PRY,3.54604
Paraguay,2010,PRY,3.76766
Paraguay,2011,PRY,4.96643
Paraguay,2012,PRY,4.96304
Peru,1996,PER,3.19257
Peru,1998,PER,3.33631
Peru,1999,PER,3.50094
Peru,2000,PER,3.2764
Peru,2001,PER,3.06289
Peru,2002,PER,2.83824
Peru,2003,PER,2.92289
Peru,2004,PER,2.96114
Peru,2005,PER,2.88118
Peru,2006,PER,2.67639
Peru,2007,PER,2.6294
Peru,2008,PER,2.84364
Peru,2009,PER,3.13037
Peru,2010,PER,2.84742
Peru,2011,PER,2.68161
Peru,2012,PER,2.92168
Peru,2013,PER,3.27688
Peru,2014,PER,3.657
Philippines,1996,PHL,3.36287
Philippines,1997,PHL,3.56313
Philippines,1998,PHL,3.81449
Philippines,2000,PHL,3.26766
Philippines,2001,PHL,3.02662
Philippines,2002,PHL,2.99708
Philippines,2003,PHL,3.0447
Philippines,2004,PHL,2.56797
Philippines,2005,PHL,2.42629
Philippines,2006,PHL,2.53381
Philippines,2007,PHL,2.59534
Philippines,2008,PHL,2.69298
Philippines,2009,PHL,2.65295
Philippines,2013,PHL,3.41
Poland,1996,POL,6.38143
Poland,1998,POL,4.98045
Poland,1999,POL,4.6411
Poland,2000,POL,4.99362
Poland,2001,POL,5.32975
Poland,2002,POL,5.39797
Poland,2003,POL,5.33218
Poland,2004,POL,5.38899
Poland,2005,POL,5.45666
Poland,2006,POL,5.22829
Poland,2007,POL,4.87176
Poland,2008,POL,5.07496
Poland,2009,POL,5.02705
Poland,2010,POL,5.09644
Poland,2011,POL,4.86121
Portugal,1996,PRT,5.06512
Portugal,1999,PRT,5.04535
Portugal,2000,PRT,5.16177
Portugal,2001,PRT,5.33507
Portugal,2002,PRT,5.25588
Portugal,2003,PRT,5.27827
Portugal,2004,PRT,5.0423
Portugal,2005,PRT,5.07076
Portugal,2006,PRT,4.90802
Portugal,2007,PRT,4.92191
Portugal,2008,PRT,4.70213
Portugal,2009,PRT,5.56214
Portugal,2010,PRT,5.40289
Portugal,2011,PRT,5.12129
Puerto Rico,2013,PRI,6.38242
Qatar,1998,QAT,3.57767
Qatar,1999,QAT,4.3453
Qatar,2000,QAT,3.72598
Qatar,2001,QAT,3.20019
Qatar,2002,QAT,3.84656
Qatar,2003,QAT,3.37394
Qatar,2004,QAT,3.46259
Qatar,2005,QAT,3.97188
Qatar,2006,QAT,2.70487
Qatar,2007,QAT,2.45446
Qatar,2008,QAT,4.22755
Qatar,2009,QAT,3.41315
Qatar,2010,QAT,4.53966
Qatar,2011,QAT,4.01224
Qatar,2012,QAT,3.46552
Qatar,2013,QAT,4.00712
Qatar,2014,QAT,3.52539
Romania,1996,ROU,3.38874
Romania,2000,ROU,2.86468
Romania,2001,ROU,3.25094
Romania,2002,ROU,3.50999
Romania,2003,ROU,3.44506
Romania,2004,ROU,3.27684
Romania,2005,ROU,3.47503
Romania,2007,ROU,4.24614
Romania,2009,ROU,4.23975
Romania,2010,ROU,3.52577
Romania,2011,ROU,3.07337
Romania,2012,ROU,2.9855
Russia,2000,RUS,2.93981
Russia,2001,RUS,3.10602
Russia,2002,RUS,3.83902
Russia,2003,RUS,3.67854
Russia,2004,RUS,3.54787
Russia,2005,RUS,3.77193
Russia,2006,RUS,3.86626
Russia,2008,RUS,4.10175
Russia,2012,RUS,4.15467
Rwanda,1999,RWA,4.57848
Rwanda,2000,RWA,4.09511
Rwanda,2001,RWA,5.66607
Rwanda,2007,RWA,4.29646
Rwanda,2008,RWA,3.782
Rwanda,2010,RWA,4.95011
Rwanda,2011,RWA,4.71131
Rwanda,2012,RWA,4.75101
Rwanda,2013,RWA,5.02795
Saint Kitts and Nevis,1998,KNA,5.36297
Saint Kitts and Nevis,1999,KNA,4.42932
Saint Kitts and Nevis,2000,KNA,4.75855
Saint Kitts and Nevis,2001,KNA,4.40403
Saint Kitts and Nevis,2002,KNA,3.92256
Saint Kitts and Nevis,2003,KNA,3.84377
Saint Kitts and Nevis,2004,KNA,4.01691
Saint Kitts and Nevis,2005,KNA,3.85991
Saint Kitts and Nevis,2006,KNA,4.1125
Saint Kitts and Nevis,2007,KNA,4.2253
Saint Lucia,1998,LCA,7.37781
Saint Lucia,1999,LCA,7.25485
Saint Lucia,2001,LCA,6.89582
Saint Lucia,2003,LCA,4.33087
Saint Lucia,2004,LCA,4.14074
Saint Lucia,2005,LCA,5.14566
Saint Lucia,2006,LCA,5.62154
Saint Lucia,2008,LCA,5.23876
Saint Lucia,2009,LCA,3.76522
Saint Lucia,2010,LCA,4.14863
Saint Lucia,2011,LCA,4.28743
Saint Lucia,2012,LCA,4.00259
Saint Lucia,2013,LCA,4.75612
Saint Lucia,2014,LCA,4.83666
Saint Vincent and the Grenadines,1998,VCT,4.74102
Saint Vincent and the Grenadines,1999,VCT,6.77285
Saint Vincent and the Grenadines,2000,VCT,7.91381
Saint Vincent and the Grenadines,2002,VCT,7.80199
Saint Vincent and the Grenadines,2003,VCT,8.63783
Saint Vincent and the Grenadines,2005,VCT,6.35081
Saint Vincent and the Grenadines,2007,VCT,5.67432
Saint Vincent and the Grenadines,2009,VCT,5.68978
Saint Vincent and the Grenadines,2010,VCT,5.08415
Samoa,1999,WSM,4.01625
Samoa,2000,WSM,3.58293
Samoa,2001,WSM,3.82629
Samoa,2002,WSM,3.84139
Samoa,2008,WSM,5.14421
San Marino,1996,SMR,3.36902
San Marino,2010,SMR,2.30937
San Marino,2011,SMR,2.38373
Sao Tome and Principe,2002,STP,2.73836
Sao Tome and Principe,2003,STP,3.27162
Sao Tome and Principe,2004,STP,3.34744
Sao Tome and Principe,2005,STP,5.37622
Sao Tome and Principe,2006,STP,4.51109
Sao Tome and Principe,2007,STP,6.49984
Sao Tome and Principe,2008,STP,5.69243
Sao Tome and Principe,2009,STP,10.20764
Sao Tome and Principe,2010,STP,9.47942
Sao Tome and Principe,2012,STP,6.08027
Sao Tome and Principe,2013,STP,5.79135
Sao Tome and Principe,2014,STP,3.90599
Saudi Arabia,1996,SAU,4.97447
Saudi Arabia,1997,SAU,4.60518
Saudi Arabia,1998,SAU,8.33827
Saudi Arabia,1999,SAU,7.10566
Saudi Arabia,2000,SAU,5.94348
Saudi Arabia,2001,SAU,7.76633
Saudi Arabia,2002,SAU,7.67961
Saudi Arabia,2003,SAU,7.14598
Saudi Arabia,2004,SAU,6.27747
Saudi Arabia,2005,SAU,5.43092
Saudi Arabia,2006,SAU,5.89117
Saudi Arabia,2008,SAU,5.13781
Senegal,1998,SEN,3.2003
Senegal,1999,SEN,3.15144
Senegal,2000,SEN,3.15748
Senegal,2001,SEN,3.29467
Senegal,2002,SEN,3.39194
Senegal,2003,SEN,3.50941
Senegal,2004,SEN,3.85473
Senegal,2005,SEN,5.13696
Senegal,2006,SEN,4.7723
Senegal,2008,SEN,5.04807
Senegal,2009,SEN,5.53451
Senegal,2010,SEN,5.59998
Serbia,2007,SRB,4.51091
Serbia,2008,SRB,4.70663
Serbia,2009,SRB,4.75188
Serbia,2010,SRB,4.58655
Serbia,2011,SRB,4.49298
Serbia,2012,SRB,4.42658
Seychelles,1996,SYC,7.77922
Seychelles,1998,SYC,5.99207
Seychelles,1999,SYC,5.261
Seychelles,2002,SYC,5.19333
Seychelles,2003,SYC,5.37493
Seychelles,2006,SYC,4.77012
Seychelles,2011,SYC,3.60646
Sierra Leone,2000,SLE,4.94937
Sierra Leone,2001,SLE,3.46767
Sierra Leone,2002,SLE,3.58631
Sierra Leone,2003,SLE,3.29477
Sierra Leone,2004,SLE,3.14475
Sierra Leone,2005,SLE,2.83588
Sierra Leone,2007,SLE,2.55851
Sierra Leone,2008,SLE,2.41317
Sierra Leone,2009,SLE,2.77814
Sierra Leone,2010,SLE,2.58864
Sierra Leone,2011,SLE,2.67841
Sierra Leone,2012,SLE,2.8817
Sierra Leone,2013,SLE,2.37598
Sierra Leone,2014,SLE,2.72976
Singapore,2000,SGP,3.32136
Singapore,2001,SGP,3.55138
Singapore,2002,SGP,3.90063
Singapore,2003,SGP,4.00778
Singapore,2004,SGP,3.67701
Singapore,2005,SGP,3.21966
Singapore,2006,SGP,2.86787
Singapore,2007,SGP,2.96336
Singapore,2008,SGP,2.77936
Singapore,2009,SGP,3.03184
Singapore,2010,SGP,3.10836
Singapore,2011,SGP,3.07419
Singapore,2012,SGP,3.11531
Singapore,2013,SGP,2.90507
Slovakia,1996,SVK,4.13969
Slovakia,1997,SVK,4.12943
Slovakia,1999,SVK,4.1133
Slovakia,2000,SVK,3.87263
Slovakia,2001,SVK,3.94239
Slovakia,2002,SVK,4.24367
Slovakia,2003,SVK,4.21008
Slovakia,2004,SVK,4.10176
Slovakia,2005,SVK,3.76648
Slovakia,2006,SVK,3.72126
Slovakia,2007,SVK,3.54054
Slovakia,2008,SVK,3.54412
Slovakia,2009,SVK,4.02503
Slovakia,2010,SVK,4.13874
Slovakia,2011,SVK,3.98871
Slovakia,2012,SVK,3.93731
Slovenia,2001,SVN,5.75708
Slovenia,2002,SVN,5.65512
Slovenia,2003,SVN,5.69129
Slovenia,2004,SVN,5.63518
Slovenia,2005,SVN,5.58241
Slovenia,2006,SVN,5.57559
Slovenia,2007,SVN,5.10509
Slovenia,2008,SVN,5.10609
Slovenia,2009,SVN,5.56859
Slovenia,2010,SVN,5.56756
Slovenia,2011,SVN,5.56985
Slovenia,2012,SVN,5.65882
Solomon Islands,1998,SLB,2.24871
Solomon Islands,2007,SLB,9.87995
Solomon Islands,2008,SLB,8.79999
Solomon Islands,2009,SLB,8.97326
Solomon Islands,2010,SLB,10.00108
South Africa,1996,ZAF,5.57576
South Africa,1999,ZAF,5.87522
South Africa,2000,ZAF,5.44358
South Africa,2001,ZAF,5.15949
South Africa,2002,ZAF,5.06623
South Africa,2003,ZAF,4.86485
South Africa,2004,ZAF,5.06891
South Africa,2005,ZAF,5.06319
South Africa,2006,ZAF,5.07257
South Africa,2007,ZAF,4.97414
South Africa,2008,ZAF,4.86601
South Africa,2009,ZAF,5.24869
South Africa,2010,ZAF,5.72174
South Africa,2011,ZAF,5.96275
South Africa,2012,ZAF,6.36892
South Africa,2013,ZAF,5.99752
South Africa,2014,ZAF,6.05629
South Korea,1998,KOR,3.42941
South Korea,1999,KOR,3.44687
South Korea,2001,KOR,3.89743
South Korea,2002,KOR,3.79262
South Korea,2003,KOR,4.13241
South Korea,2004,KOR,4.11529
South Korea,2005,KOR,3.90137
South Korea,2006,KOR,3.96743
South Korea,2007,KOR,3.95229
South Korea,2008,KOR,4.46395
South Korea,2009,KOR,4.66983
South Korea,2012,KOR,4.61823
South Sudan,2011,SSD,0.80521
Spain,1996,ESP,4.46852
Spain,1998,ESP,4.30296
Spain,1999,ESP,4.27052
Spain,2000,ESP,4.17637
Spain,2001,ESP,4.11988
Spain,2002,ESP,4.13603
Spain,2003,ESP,4.16717
Spain,2004,ESP,4.14829
Spain,2005,ESP,4.13003
Spain,2006,ESP,4.16759
Spain,2007,ESP,4.23332
Spain,2008,ESP,4.50101
Spain,2009,ESP,4.86779
Spain,2010,ESP,4.81922
Spain,2011,ESP,4.84507
Spain,2012,ESP,4.36743
Sri Lanka,1996,LKA,3.3436
Sri Lanka,1998,LKA,3.05142
Sri Lanka,2009,LKA,2.0559
Sri Lanka,2010,LKA,1.96588
Sri Lanka,2011,LKA,1.9954
Sri Lanka,2012,LKA,1.72398
Sudan,2000,SDN,1.01218
Sudan,2002,SDN,1.42644
Sudan,2004,SDN,1.6299
Sudan,2005,SDN,1.56307
Sudan,2006,SDN,1.96302
Sudan,2008,SDN,2.20143
Sudan,2009,SDN,2.21868
Swaziland,1996,SWZ,4.93816
Swaziland,1999,SWZ,5.09095
Swaziland,2000,SWZ,5.50848
Swaziland,2001,SWZ,5.51615
Swaziland,2002,SWZ,5.07651
Swaziland,2003,SWZ,6.80507
Swaziland,2004,SWZ,6.40261
Swaziland,2005,SWZ,7.42072
Swaziland,2006,SWZ,8.06158
Swaziland,2008,SWZ,7.5187
Swaziland,2009,SWZ,7.0592
Swaziland,2010,SWZ,6.96617
Swaziland,2011,SWZ,8.63695
Sweden,1996,SWE,6.92501
Sweden,1998,SWE,7.16734
Sweden,1999,SWE,6.93026
Sweden,2000,SWE,6.81885
Sweden,2001,SWE,6.68601
Sweden,2002,SWE,7.00104
Sweden,2003,SWE,6.85764
Sweden,2004,SWE,6.72268
Sweden,2005,SWE,6.55951
Sweden,2006,SWE,6.41067
Sweden,2007,SWE,6.21507
Sweden,2008,SWE,6.39073
Sweden,2009,SWE,6.85779
Sweden,2010,SWE,6.62199
Sweden,2011,SWE,6.49112
Sweden,2012,SWE,7.65619
Switzerland,1996,CHE,5.07918
Switzerland,1998,CHE,4.88814
Switzerland,2009,CHE,5.05967
Switzerland,2010,CHE,4.94787
Switzerland,2011,CHE,4.99342
Switzerland,2012,CHE,5.04805
Syria,1996,SYR,3.69905
Syria,2001,SYR,4.36049
Syria,2002,SYR,5.04694
Syria,2003,SYR,6.48084
Syria,2004,SYR,5.37148
Syria,2006,SYR,5.346
Syria,2007,SYR,4.87197
Syria,2008,SYR,4.59525
Syria,2009,SYR,5.13014
Tajikistan,1996,TJK,2.04298
Tajikistan,1998,TJK,2.52871
Tajikistan,1999,TJK,2.07659
Tajikistan,2000,TJK,2.32863
Tajikistan,2001,TJK,2.37658
Tajikistan,2002,TJK,2.7758
Tajikistan,2003,TJK,2.42263
Tajikistan,2004,TJK,2.77208
Tajikistan,2005,TJK,3.51215
Tajikistan,2006,TJK,3.40348
Tajikistan,2007,TJK,3.41328
Tajikistan,2008,TJK,3.45983
Tajikistan,2009,TJK,4.09831
Tajikistan,2010,TJK,4.00675
Tajikistan,2011,TJK,3.93511
Tajikistan,2012,TJK,4.01803
Tanzania,1996,TZA,2.53283
Tanzania,1997,TZA,2.45859
Tanzania,1998,TZA,2.17591
Tanzania,2004,TZA,4.65018
Tanzania,2005,TZA,4.61078
Tanzania,2006,TZA,3.2711
Tanzania,2007,TZA,4.0419
Tanzania,2008,TZA,4.25245
Tanzania,2009,TZA,4.04365
Tanzania,2010,TZA,4.62239
Tanzania,2014,TZA,3.48143
Thailand,1996,THA,3.52053
Thailand,1997,THA,4.55563
Thailand,1998,THA,4.7008
Thailand,1999,THA,4.99186
Thailand,2000,THA,5.41043
Thailand,2001,THA,5.01636
Thailand,2002,THA,4.09107
Thailand,2003,THA,3.97741
Thailand,2004,THA,4.3196
Thailand,2005,THA,4.22818
Thailand,2006,THA,4.3373
Thailand,2007,THA,3.83607
Thailand,2008,THA,3.75055
Thailand,2009,THA,4.12553
Thailand,2010,THA,3.75264
Thailand,2011,THA,5.15515
Thailand,2012,THA,4.92835
Timor,2008,TLS,8.10202
Timor,2009,TLS,11.46614
Timor,2010,TLS,10.48715
Timor,2011,TLS,9.46313
Timor,2014,TLS,7.00852
Togo,1996,TGO,4.41244
Togo,1998,TGO,3.98424
Togo,1999,TGO,4.18572
Togo,2000,TGO,4.50842
Togo,2001,TGO,4.18779
Togo,2002,TGO,4.01732
Togo,2003,TGO,4.19533
Togo,2004,TGO,3.62152
Togo,2005,TGO,3.4069
Togo,2006,TGO,3.66374
Togo,2007,TGO,3.69932
Togo,2008,TGO,3.43782
Togo,2009,TGO,4.11576
Togo,2010,TGO,4.4232
Togo,2011,TGO,4.43707
Togo,2012,TGO,4.66829
Togo,2013,TGO,4.40514
Togo,2014,TGO,4.83798
Tonga,1998,TON,5.59089
Tonga,1999,TON,5.46092
Tonga,2000,TON,4.94077
Tonga,2001,TON,4.53256
Tonga,2002,TON,3.79232
Tonga,2003,TON,4.15218
Tonga,2004,TON,3.89872
Trinidad and Tobago,1996,TTO,3.24877
Trinidad and Tobago,1997,TTO,3.32521
Trinidad and Tobago,1998,TTO,2.43891
Trinidad and Tobago,1999,TTO,2.75612
Trinidad and Tobago,2000,TTO,2.75565
Trinidad and Tobago,2001,TTO,3.06529
Trinidad and Tobago,2002,TTO,3.54301
Trinidad and Tobago,2003,TTO,3.156
Tunisia,1996,TUN,6.28781
Tunisia,1997,TUN,6.67903
Tunisia,1999,TUN,6.27099
Tunisia,2000,TUN,6.20198
Tunisia,2001,TUN,6.20183
Tunisia,2002,TUN,5.79003
Tunisia,2003,TUN,6.81673
Tunisia,2004,TUN,6.72078
Tunisia,2005,TUN,6.45157
Tunisia,2006,TUN,6.43859
Tunisia,2007,TUN,6.46552
Tunisia,2008,TUN,6.27219
Tunisia,2009,TUN,6.52848
Tunisia,2010,TUN,6.202
Tunisia,2012,TUN,6.22349
Turkey,1998,TUR,0
Turkey,1999,TUR,2.95752
Turkey,2000,TUR,2.58992
Turkey,2001,TUR,2.71185
Turkey,2002,TUR,2.81861
Turkey,2003,TUR,2.96035
Turkey,2004,TUR,3.11739
Turkey,2006,TUR,2.86247
Turkmenistan,2012,TKM,3.04925
Uganda,2000,UGA,2.46167
Uganda,2004,UGA,4.95237
Uganda,2009,UGA,3.25429
Uganda,2010,UGA,2.25446
Uganda,2011,UGA,2.69587
Uganda,2012,UGA,2.7226
Uganda,2013,UGA,2.20093
Ukraine,1997,UKR,5.45601
Ukraine,1998,UKR,4.44884
Ukraine,1999,UKR,3.61808
Ukraine,2000,UKR,4.16623
Ukraine,2001,UKR,4.68049
Ukraine,2002,UKR,5.43333
Ukraine,2003,UKR,5.60241
Ukraine,2004,UKR,5.30832
Ukraine,2005,UKR,6.05848
Ukraine,2006,UKR,6.20873
Ukraine,2007,UKR,6.1512
Ukraine,2008,UKR,6.42993
Ukraine,2009,UKR,7.31088
Ukraine,2011,UKR,6.16237
Ukraine,2012,UKR,6.69233
Ukraine,2013,UKR,6.67166
United Arab Emirates,1997,ARE,1.10944
United Kingdom,1996,GBR,4.76335
United Kingdom,1998,GBR,4.56434
United Kingdom,1999,GBR,4.31332
United Kingdom,2000,GBR,4.35218
United Kingdom,2001,GBR,4.40956
United Kingdom,2002,GBR,4.97608
United Kingdom,2003,GBR,5.12047
United Kingdom,2004,GBR,5.00527
United Kingdom,2005,GBR,5.19466
United Kingdom,2006,GBR,5.2469
United Kingdom,2007,GBR,5.1641
United Kingdom,2008,GBR,5.12086
United Kingdom,2009,GBR,5.3124
United Kingdom,2010,GBR,5.95497
United Kingdom,2011,GBR,5.75164
United Kingdom,2013,GBR,5.72
United States,1998,USA,4.81543
United States,1999,USA,4.84934
United States,2001,USA,5.45786
United States,2002,USA,5.4062
United States,2003,USA,5.56551
United States,2004,USA,5.30923
United States,2005,USA,5.07365
United States,2006,USA,5.38881
United States,2007,USA,5.24649
United States,2008,USA,5.30354
United States,2009,USA,5.24958
United States,2010,USA,5.42001
United States,2011,USA,5.2239
Uruguay,1996,URY,2.86987
Uruguay,1998,URY,2.24337
Uruguay,2000,URY,2.42255
Uruguay,2001,URY,2.80096
Uruguay,2002,URY,2.3222
Uruguay,2003,URY,2.06821
Uruguay,2004,URY,2.49954
Uruguay,2005,URY,2.71475
Uruguay,2006,URY,2.88026
Uruguay,2011,URY,4.35527
Vanuatu,1998,VUT,7.64082
Vanuatu,1999,VUT,6.16283
Vanuatu,2000,VUT,7.00363
Vanuatu,2001,VUT,8.95115
Vanuatu,2002,VUT,8.13175
Vanuatu,2003,VUT,8.44173
Vanuatu,2008,VUT,5.78303
Vanuatu,2009,VUT,5.01287
Venezuela,2006,VEN,3.66906
Venezuela,2007,VEN,3.62732
Venezuela,2009,VEN,6.87468
Vietnam,2008,VNM,4.88674
Vietnam,2010,VNM,6.28535
Vietnam,2012,VNM,6.30311
Yemen,2000,YEM,9.66163
Yemen,2001,YEM,9.24471
Yemen,2008,YEM,4.5606
Zambia,1998,ZMB,2.11823
Zambia,1999,ZMB,1.77495
Zambia,2000,ZMB,1.78819
Zambia,2004,ZMB,2.46343
Zambia,2005,ZMB,1.73553
Zambia,2007,ZMB,1.24076
Zambia,2008,ZMB,1.09972
Zimbabwe,2010,ZWE,1.9661
